hs12629 ENSG00000138083
hs21681 ENSG00000176050 ENSG00000120963
hs16186 ENSG00000181274
hs16187 ENSG00000184909
hs16180 ENSG00000100321
hs16181 ENSG00000142867
hs16182 ENSG00000183193
hs21680 ENSG00000109390
hs16188 ENSG00000188997
hs16189 ENSG00000088726
hs21682 ENSG00000168734
hs19529 ENSG00000163377
hs19528 ENSG00000187724
hs19527 ENSG00000183634
hs21685 ENSG00000187044
hs19525 ENSG00000117533
hs19524 ENSG00000198256
hs19523 ENSG00000180697
hs19522 ENSG00000104826
hs19521 ENSG00000170369
hs21684 ENSG00000198482
hs21687 ENSG00000185847
hs21686 ENSG00000170855
hs17589 ENSG00000184523
hs17588 ENSG00000157330
hs17587 ENSG00000179528
hs17586 ENSG00000176171
hs17585 NP_703151.1 ENSG00000156603
hs17584 ENSG00000196257
hs17583 ENSG00000170948
hs17582 ENSG00000171483
hs17581 ENSG00000170688
hs17580 ENSG00000104777
hs16238 ENSG00000188857
hs16239 ENSG00000011009 NP_009191.1
hs16236 ENSG00000150045
hs16237 ENSG00000124588
hs16234 ENSG00000113356
hs16235 ENSG00000184120
hs16232 ENSG00000163646
hs16233 ENSG00000163825
hs16230 ENSG00000135974
hs16231 ENSG00000136539
hs20309 ENSG00000170919
hs18699 ENSG00000105971 NP_001224.1
hs20307 ENSG00000124374
hs18697 ENSG00000189069
hs18694 ENSG00000176581
hs18695 NP_002350.1 ENSG00000197063 ENSG00000188835
hs18692 ENSG00000164136 DIP:3046N
hs18693 ENSG00000163463
hs18690 NP_057359.1
hs18691 NP_073568.1
hs7747 ENSG00000198093
hs7746 ENSG00000134955
hs7745 ENSG00000172367
hs7744 ENSG00000184481
hs7743 ENSG00000167699
hs7742 ENSG00000164338
hs7741 ENSG00000080644
hs7740 ENSG00000139645
hs7749 ENSG00000065491
hs7748 ENSG00000162614
hs10179 ENSG00000147443
hs10178 ENSG00000165917
hs10173 ENSG00000164517
hs10172 ENSG00000196696
hs10171 ENSG00000121274
hs10170 DIP:5937N ENSG00000119699
hs10177 ENSG00000117984
hs10176 NP_079522.1 ENSG00000168917
hs10175 ENSG00000100261
hs10174 ENSG00000128271
hs18348 ENSG00000178225
hs18349 ENSG00000188072
hs15521 ENSG00000160404
hs15520 ENSG00000105619
hs15527 ENSG00000173369
hs15526 ENSG00000189084
hs15525 ENSG00000049319
hs15524 ENSG00000149743
hs18340 ENSG00000112245
hs18341 ENSG00000183633
hs15529 DIP:5766N ENSG00000109321
hs15528 BAC85524.1
hs18344 ENSG00000148386
hs18345 ENSG00000162078
hs18346 ENSG00000117691
hs18347 ENSG00000147400
hs12056 ENSG00000170616 ENSG00000189338
hs6637 ENSG00000120438
hs12057 ENSG00000187703 ENSG00000188705
hs8665 ENSG00000182631
hs8664 ENSG00000100347
hs14692 ENSG00000188908
hs14693 ENSG00000148826
hs14690 ENSG00000133731
hs14691 ENSG00000136930 AAH00509.1
hs14696 ENSG00000130717 NP_113620.1
hs14697 ENSG00000122952
hs14694 NP_001748.1 ENSG00000159228
hs14695 ENSG00000167230
hs14698 ENSG00000197475
hs14699 ENSG00000197009
hs8351 ENSG00000140488
hs8350 ENSG00000196965
hs8353 ENSG00000135537
hs8352 ENSG00000188992
hs8355 ENSG00000106302
hs8354 ENSG00000105221
hs8357 ENSG00000038210
hs8356 ENSG00000198915
hs8359 ENSG00000115325
hs8358 ENSG00000183186
hs10718 ENSG00000123094
hs5657 ENSG00000188708
hs5656 ENSG00000164512
hs5655 ENSG00000117155
hs5654 DIP:1119N
hs5653 AAH23513.1
hs5652 ENSG00000085788
hs5651 ENSG00000169635
hs5650 ENSG00000198863
hs5659 ENSG00000111181
hs5658 ENSG00000078699
hs2384 ENSG00000103489
hs2385 ENSG00000137948
hs2386 ENSG00000124749
hs2387 ENSG00000196365
hs2380 ENSG00000138768
hs2381 ENSG00000122965
hs2382 ENSG00000137807
hs2383 ENSG00000131620
hs2388 ENSG00000006704
hs2389 ENSG00000165300
hs8975 ENSG00000188833
hs8974 ENSG00000146147
hs8977 ENSG00000103510
hs8976 ENSG00000120054
hs8971 ENSG00000129158
hs8970 ENSG00000182156
hs8973 ENSG00000147432
hs8972 ENSG00000188642
hs8979 ENSG00000125703
hs8978 ENSG00000008196
hs9008 ENSG00000101938
hs9009 ENSG00000175395
hs9006 ENSG00000182112
hs9007 ENSG00000197170 DIP:27549N
hs9004 ENSG00000174844
hs9005 ENSG00000147394
hs9002 ENSG00000185791
hs9003 ENSG00000156735
hs9000 ENSG00000112562
hs9001 ENSG00000196387
hs3378 AAP36359.1 NP_055683.2 ENSG00000022840
hs3379 AAH24282.1
hs3372 ENSG00000172995
hs3373 ENSG00000135253
hs3169 ENSG00000196652
hs3168 ENSG00000132670
hs3167 ENSG00000197937
hs3166 ENSG00000166016
hs3165 ENSG00000140538 DIP:5723N
hs3164 DIP:1061N
hs3163 ENSG00000149294
hs3162 ENSG00000112293
hs3161 ENSG00000125885
hs3160 ENSG00000170606 NP_002145.2
hs4642 ENSG00000105127
hs8821 ENSG00000176624
hs4249 ENSG00000159267
hs4248 ENSG00000075340
hs4247 ENSG00000169925
hs4246 ENSG00000162601
hs4245 ENSG00000134007
hs4244 ENSG00000151545
hs4243 ENSG00000198961
hs4242 ENSG00000059122
hs4241 ENSG00000129315
hs4240 ENSG00000163516 BAB14462.1
hs17260 ENSG00000106635
hs17261 ENSG00000143333
hs8016 ENSG00000168482
hs8017 ENSG00000186564
hs8014 ENSG00000111262
hs8015 ENSG00000130487
hs8012 ENSG00000119899
hs8013 ENSG00000159658
hs8010 ENSG00000138587
hs8011 ENSG00000184058
hs8018 ENSG00000182901
hs8019 ENSG00000118162
hs468 ENSG00000119681
hs469 ENSG00000138182
hs466 ENSG00000132470
hs467 ENSG00000146247
hs464 ENSG00000112769
hs465 ENSG00000119596
hs462 ENSG00000152582
hs463 ENSG00000054523
hs460 ENSG00000122728
hs461 DIP:577N
hs14908 XP_355811.1
hs14909 NP_002937.1 DIP:24187N ENSG00000117748
hs14902 ENSG00000042022
hs14903 ENSG00000144867 Q9Y5M8
hs14900 ENSG00000161998
hs14901 ENSG00000121716
hs14906 ENSG00000113734
hs14907 ENSG00000105371
hs14904 ENSG00000118004
hs14905 ENSG00000181826
hs17280 ENSG00000176119
hs17281 ENSG00000100221
hs17282 ENSG00000183818
hs17283 ENSG00000126460
hs17284 ENSG00000102055
hs17285 ENSG00000166056
hs20529 ENSG00000197060
hs20528 NP_009216.1 ENSG00000034713
hs20527 DIP:267N
hs20526 NP_077269.1
hs20525 NP_004992.1 ENSG00000167774
hs20524 ENSG00000179175
hs20523 ENSG00000187072
hs20522 ENSG00000099977
hs20521 ENSG00000105829
hs20520 ENSG00000196734
hs16885 ENSG00000105438
hs16884 ENSG00000065371 ENSG00000114547
hs16887 ENSG00000161860
hs16886 ENSG00000168938
hs16881 ENSG00000136244 NP_000591.1 DIP:482N
hs16880 ENSG00000104388 DIP:316N
hs16883 ENSG00000171773
hs16882 ENSG00000168393 ENSG00000188547
hs16889 ENSG00000177381
hs16888 ENSG00000166192
hs18955 ENSG00000106341
hs18954 ENSG00000173387
hs18957 ENSG00000108278
hs18956 ENSG00000118975
hs18951 ENSG00000164386
hs18950 ENSG00000069509
hs18953 ENSG00000008394
hs18952 ENSG00000133624
hs18959 ENSG00000111332
hs18958 ENSG00000197624
hs12412 ENSG00000186075
hs17425 ENSG00000197251
hs12410 ENSG00000189099
hs12411 ENSG00000187603
hs17420 ENSG00000185056
hs12417 ENSG00000143412
hs17422 ENSG00000161326
hs17423 ENSG00000152700
hs12418 ENSG00000174944
hs12419 ENSG00000128713
hs17428 NP_065695.1 ENSG00000175348
hs17429 ENSG00000152611
hs21698 ENSG00000143977 NP_003087.1
hs21699 ENSG00000182953
hs21696 ENSG00000197925 ENSG00000196563
hs21697 ENSG00000185956
hs21694 ENSG00000198494
hs21695 ENSG00000177576 AAH22357.1
hs21692 ENSG00000197678
hs21693 ENSG00000181368
hs21690 ENSG00000118428
hs21691 ENSG00000171033
hs21348 ENSG00000198726
hs21349 ENSG00000196880
hs21340 ENSG00000106355
hs21341 ENSG00000149021
hs21342 ENSG00000196530
hs21343 ENSG00000185716
hs21344 ENSG00000172400
hs21345 ENSG00000183368
hs21346 NP_006393.1
hs21347 DIP:691N
hs11141 ENSG00000100427
hs11140 ENSG00000159352
hs11143 ENSG00000167654
hs11142 ENSG00000196954
hs11145 ENSG00000175985
hs3368 ENSG00000171533
hs11147 DIP:27576N ENSG00000185627
hs11146 NP_109593.1
hs3365 NP_006635.1
hs3364 ENSG00000175697
hs3367 ENSG00000108819
hs3366 ENSG00000131375
hs3361 ENSG00000129910
hs3360 ENSG00000164627
hs3363 ENSG00000106263
hs3362 ENSG00000145819
hs19778 ENSG00000101132
hs19779 ENSG00000185818
hs19776 ENSG00000189145
hs19777 ENSG00000198632 ENSG00000188073 ENSG00000189011 ENSG00000174384
hs19774 ENSG00000135820
hs19775 ENSG00000175772
hs19772 ENSG00000160828
hs19773 ENSG00000111215
hs19770 ENSG00000181558
hs19771 ENSG00000123447
hs6627 ENSG00000158089
hs6626 ENSG00000196353
hs6625 ENSG00000059691
hs6624 ENSG00000100884 O95741
hs10818 ENSG00000100601
hs10819 ENSG00000186193
hs6621 ENSG00000007350
hs6620 ENSG00000180881
hs10814 ENSG00000118420
hs10815 ENSG00000198917
hs10816 ENSG00000139620
hs10817 ENSG00000137494
hs10810 ENSG00000141469
hs10811 ENSG00000185813
hs10812 ENSG00000027869
hs10813 ENSG00000169884
hs7288 ENSG00000173218
hs7289 ENSG00000078304
hs7286 ENSG00000163581
hs7287 ENSG00000197241
hs7284 ENSG00000162551
hs7285 ENSG00000186854
hs7282 ENSG00000101746
hs7283 ENSG00000130299
hs7280 ENSG00000183340
hs7281 ENSG00000185177
hs14249 ENSG00000158315
hs14248 ENSG00000146374
hs14245 ENSG00000188613
hs14244 ENSG00000091640
hs14247 ENSG00000113312
hs14246 ENSG00000163579
hs14241 ENSG00000132823
hs14240 ENSG00000166971 NP_071921.1
hs14243 ENSG00000185960
hs14242 ENSG00000177147
hs1851 ENSG00000198799
hs1850 ENSG00000154175
hs1853 ENSG00000070019
hs1852 ENSG00000110344
hs1855 ENSG00000198639
hs1854 NP_904358.1
hs1857 ENSG00000080218
hs1856 ENSG00000092098
hs1859 ENSG00000157741
hs1858 ENSG00000137261
hs13738 ENSG00000100836
hs13739 ENSG00000165951
hs13734 ENSG00000184209
hs13735 ENSG00000174937
hs13736 ENSG00000182289
hs13737 ENSG00000198362
hs13730 ENSG00000123609
hs13731 ENSG00000100372
hs13732 ENSG00000187483
hs13733 ENSG00000170074
hs9701 ENSG00000100341
hs9700 ENSG00000187624
hs9703 ENSG00000020633
hs9702 ENSG00000163067
hs9705 ENSG00000163534
hs9704 ENSG00000144320
hs9707 ENSG00000143653
hs9706 ENSG00000146926
hs9709 ENSG00000128802
hs9708 ENSG00000104154
hs1275 ENSG00000141503
hs1274 ENSG00000170456
hs1277 ENSG00000156453
hs1276 ENSG00000184916
hs1271 ENSG00000184677
hs1270 ENSG00000140521
hs1273 ENSG00000079313
hs1272 ENSG00000180815
hs1279 ENSG00000113319
hs1278 ENSG00000184226
hs4737 ENSG00000120696 NP_115514.2
hs4736 ENSG00000137103
hs4735 ENSG00000163810
hs4734 ENSG00000137478
hs4733 ENSG00000131459
hs4732 ENSG00000036054
hs4731 NP_002038.1
hs4730 ENSG00000179119
hs9129 ENSG00000167612
hs4739 ENSG00000112339
hs9128 ENSG00000148399
hs9125 ENSG00000104980
hs9124 ENSG00000171759
hs5466 ENSG00000092470
hs2771 ENSG00000131778
hs2770 ENSG00000105576 AAB83973.1
hs2773 ENSG00000119522
hs2772 AAC18040.1
hs2775 ENSG00000105732
hs2774 ENSG00000085832
hs2777 ENSG00000134762
hs2776 ENSG00000101577
hs2779 ENSG00000135740
hs2778 ENSG00000180347
hs9120 ENSG00000185006
hs5462 ENSG00000184199 ENSG00000185945
hs9122 NP_002054.1 ENSG00000101958
hs2195 ENSG00000173826
hs2194 ENSG00000063015
hs2197 ENSG00000132740
hs2196 ENSG00000169594
hs2191 ENSG00000068784
hs2190 ENSG00000136895
hs2193 ENSG00000160505
hs2192 ENSG00000132854
hs2199 ENSG00000127463
hs2198 ENSG00000100403
hs11804 DIP:605N DIP:602N ENSG00000114353
hs11805 ENSG00000163823 DIP:5832N
hs11806 DIP:5836N ENSG00000179934
hs11807 DIP:5846N ENSG00000183625
hs11800 ENSG00000153936
hs11801 ENSG00000145569
hs3828 ENSG00000168826
hs11803 AAH14627.1
hs3826 ENSG00000112246
hs3827 ENSG00000198900
hs3824 ENSG00000139132
hs3825 DIP:1045N ENSG00000157764
hs3822 ENSG00000184334
hs11809 ENSG00000168961
hs3820 ENSG00000162670
hs3821 ENSG00000150967
hs22268 ENSG00000177620
hs22269 DIP:70N
hs22262 ENSG00000181977
hs22263 ENSG00000196564
hs22260 ENSG00000198500
hs22261 ENSG00000174385
hs22266 ENSG00000196076
hs22267 ENSG00000196885
hs22264 ENSG00000182586
hs22265 ENSG00000166646
hs16719 ENSG00000178860
hs16718 ENSG00000167459
hs16715 ENSG00000123178
hs16714 ENSG00000105261
hs16717 ENSG00000140876
hs16716 ENSG00000120087
hs16711 ENSG00000162999
hs16710 ENSG00000128346
hs16713 ENSG00000196502
hs16712 ENSG00000115271
hs934 DIP:6029N ENSG00000164078
hs935 ENSG00000065060
hs936 ENSG00000140386
hs937 DIP:1161N
hs930 ENSG00000140323
hs931 ENSG00000165115
hs932 ENSG00000038358
hs933 ENSG00000010292
hs938 ENSG00000147082
hs939 ENSG00000103932
hs17604 ENSG00000155366
hs17605 ENSG00000115756
hs17606 ENSG00000177879
hs17607 ENSG00000167555
hs17600 ENSG00000198710 ENSG00000197450 ENSG00000198154
hs17601 ENSG00000185051
hs17602 ENSG00000112378
hs17603 ENSG00000129473
hs11769 AAH22271.1 ENSG00000119979
hs19929 ENSG00000187638
hs19928 ENSG00000146722
hs11768 ENSG00000131482
hs19923 ENSG00000161610
hs19922 ENSG00000149653
hs19921 ENSG00000196243
hs19920 ENSG00000183399
hs19927 ENSG00000126264
hs19926 ENSG00000163584
hs19925 ENSG00000187570
hs19924 ENSG00000184390
hs18036 DIP:458N
hs18037 ENSG00000131002
hs18034 BAA92132.1
hs18035 DIP:254N NP_001665.1 ENSG00000162772
hs18032 ENSG00000188800
hs18033 CAB66549.1
hs18030 ENSG00000170276
hs18031 ENSG00000171209
hs18038 ENSG00000106244
hs18039 ENSG00000169668 ENSG00000169662
hs167 ENSG00000010327
hs166 ENSG00000144452
hs165 ENSG00000136068
hs164 ENSG00000132466
hs163 ENSG00000131503
hs162 ENSG00000128591
hs161 ENSG00000152580
hs160 ENSG00000145734
hs169 ENSG00000133454
hs168 ENSG00000124486
hs21955 ENSG00000198902
hs21954 ENSG00000183036
hs21957 ENSG00000196625
hs21956 ENSG00000186930
hs21951 ENSG00000102891
hs21950 ENSG00000126549
hs21953 ENSG00000197989
hs21952 ENSG00000182047 ENSG00000197737
hs21959 ENSG00000198138
hs21958 ENSG00000179895
hs19518 ENSG00000189054
hs19519 ENSG00000135390
hs13972 ENSG00000126266
hs13973 ENSG00000171943
hs13970 ENSG00000196140
hs13971 ENSG00000100124
hs13976 ENSG00000115233
hs13977 ENSG00000198042
hs13974 ENSG00000166919
hs13975 ENSG00000152784
hs13978 ENSG00000186567
hs13979 ENSG00000171703 NP_003186.1
hs20778 ENSG00000100410
hs20779 ENSG00000185523
hs20776 ENSG00000157016
hs20777 ENSG00000166295
hs20774 ENSG00000196307 ENSG00000172058
hs20775 ENSG00000197908
hs20772 ENSG00000196420
hs20773 ENSG00000114383
hs20770 ENSG00000176222
hs20771 ENSG00000198706
hs12597 ENSG00000158481
hs12596 ENSG00000158485
hs12595 ENSG00000198516
hs12594 ENSG00000181631
hs12593 P20042 ENSG00000125977
hs12592 ENSG00000161807
hs12591 ENSG00000166761
hs12590 ENSG00000166840
hs12599 ENSG00000135477
hs12598 ENSG00000163626
hs10991 ENSG00000182447
hs10990 ENSG00000155097
hs10993 ENSG00000114738
hs10992 ENSG00000082196
hs10995 ENSG00000090512
hs10994 ENSG00000170989
hs10997 ENSG00000171532
hs10996 ENSG00000167994
hs10999 ENSG00000174740
hs10998 ENSG00000172900
hs14777 ENSG00000151715
hs12621 ENSG00000198674
hs12620 ENSG00000186807 ENSG00000165390
hs6188 ENSG00000183206
hs6189 ENSG00000105676
hs12625 ENSG00000166796
hs12624 ENSG00000161649
hs12627 NP_075066.1 ENSG00000135900
hs12626 ENSG00000198944
hs6182 ENSG00000198739
hs6183 ENSG00000150667
hs6180 ENSG00000103671
hs6181 ENSG00000110446
hs6186 ENSG00000127585
hs6187 ENSG00000176024
hs6184 ENSG00000197429
hs14770 ENSG00000198047
hs7857 ENSG00000110455
hs7856 ENSG00000151012
hs7855 ENSG00000144649
hs7854 ENSG00000091732
hs7853 P11230 ENSG00000170175
hs7852 ENSG00000136045
hs7851 ENSG00000110435
hs7850 ENSG00000186104
hs11387 ENSG00000167011
hs8459 ENSG00000134138
hs7859 ENSG00000168405
hs7858 ENSG00000183431
hs9987 ENSG00000119333
hs9986 ENSG00000103876
hs9985 ENSG00000147576
hs9984 ENSG00000143858
hs9983 ENSG00000136261
hs9982 ENSG00000124435
hs9981 ENSG00000161643
hs9980 ENSG00000160752
hs9989 AAH29140.1 ENSG00000131730
hs9988 ENSG00000082153
hs6454 ENSG00000168348
hs6455 ENSG00000167080
hs6456 ENSG00000148660
hs6457 ENSG00000178102
hs6450 ENSG00000196959
hs6451 ENSG00000197372
hs6452 ENSG00000131089
hs6453 DIP:323N
hs11386 ENSG00000053328
hs10662 ENSG00000163472
hs10661 ENSG00000171303
hs10660 ENSG00000120370
hs6458 ENSG00000154025
hs6459 ENSG00000159069
hs10665 ENSG00000138071
hs10664 ENSG00000183078
hs15013 ENSG00000131467
hs15012 ENSG00000163301
hs15011 ENSG00000196225
hs15010 ENSG00000172818
hs15017 ENSG00000188315
hs15016 ENSG00000172689
hs15015 ENSG00000112320
hs15014 ENSG00000163832
hs15019 ENSG00000160446
hs15018 ENSG00000198848
hs7581 ENSG00000137776
hs7580 ENSG00000111834
hs7583 ENSG00000187733 ENSG00000174876 ENSG00000051415
hs7582 ENSG00000170486
hs7585 ENSG00000129159
hs7584 ENSG00000196318
hs11385 ENSG00000095059
hs7586 ENSG00000119574 NP_116181.1
hs7589 ENSG00000183323
hs7588 ENSG00000155465
hs11384 ENSG00000183426 ENSG00000183889
hs11382 ENSG00000102984
hs3664 ENSG00000149823
hs7324 ENSG00000110013
hs3666 ENSG00000135241
hs7326 ENSG00000028528 DIP:398N
hs7321 ENSG00000124508
hs7320 ENSG00000149218
hs3662 ENSG00000125503
hs7322 ENSG00000144635
hs3668 ENSG00000010319
hs3669 ENSG00000137320
hs15901 ENSG00000165424
hs15900 ENSG00000170779
hs15903 ENSG00000104883
hs15902 ENSG00000096238
hs15905 ENSG00000183560
hs15904 ENSG00000188619
hs15907 ENSG00000015475
hs15906 ENSG00000117602
hs15909 ENSG00000008018
hs15908 ENSG00000130822
hs12687 ENSG00000103160
hs5367 ENSG00000138780
hs5366 ENSG00000163012
hs5365 ENSG00000125944 NP_005817.1
hs5364 ENSG00000166855
hs5363 ENSG00000116685
hs5362 ENSG00000152409
hs5361 ENSG00000185522
hs5360 ENSG00000196191
hs5369 ENSG00000175265
hs5368 ENSG00000183347
hs13509 ENSG00000181693
hs13508 ENSG00000176668
hs13503 ENSG00000183981
hs13502 NP_116253.2 ENSG00000134748
hs13501 ENSG00000149084
hs13500 ENSG00000180437
hs13507 ENSG00000185250
hs13506 ENSG00000174982
hs13505 ENSG00000197125
hs13504 ENSG00000181371
hs4944 ENSG00000130377
hs4945 ENSG00000185163
hs4946 ENSG00000138623
hs4947 ENSG00000124535
hs4940 ENSG00000104290
hs4941 ENSG00000077420
hs4942 ENSG00000179938 ENSG00000158766
hs4943 ENSG00000174292
hs4948 ENSG00000063601
hs4949 ENSG00000147010
hs5091 ENSG00000140854
hs5090 ENSG00000175520
hs5093 ENSG00000118777
hs5092 ENSG00000086717
hs5095 ENSG00000071564 DIP:74N
hs5094 ENSG00000146072
hs5097 ENSG00000163521
hs5096 ENSG00000188517
hs5099 ENSG00000119771
hs5098 ENSG00000152443
hs20336 ENSG00000184566
hs20337 ENSG00000180022
hs20338 ENSG00000176078
hs6849 ENSG00000175691
hs6848 ENSG00000105556
hs6847 ENSG00000123411
hs6846 ENSG00000013016
hs6845 ENSG00000197310
hs20339 ENSG00000187155
hs6843 ENSG00000168263
hs6842 ENSG00000123352
hs6841 ENSG00000166133
hs6840 ENSG00000115252
hs16264 ENSG00000184169
hs16261 ENSG00000165376
hs16260 ENSG00000122592
hs16269 ENSG00000143067
hs16268 ENSG00000120992
hs10141 ENSG00000100342
hs13202 ENSG00000180785
hs13203 ENSG00000188176
hs22099 ENSG00000123695
hs22098 ENSG00000181154
hs22091 ENSG00000178240
hs5222 ENSG00000090621
hs22093 ENSG00000182582
hs22092 ENSG00000196393
hs22095 ENSG00000196158
hs22094 ENSG00000140031
hs22097 ENSG00000187093
hs5223 ENSG00000113889
hs18137 O43680 ENSG00000118526
hs13304 ENSG00000148985
hs13307 ENSG00000182902
hs17521 ENSG00000105954
hs13306 ENSG00000164933
hs17520 ENSG00000143878
hs13301 ENSG00000177732
hs13300 ENSG00000136158
hs13303 ENSG00000170917
hs10466 ENSG00000173786
hs18130 ENSG00000188846
hs17679 ENSG00000158526
hs17678 ENSG00000163032
hs17675 ENSG00000174093
hs17674 ENSG00000169991
hs17677 ENSG00000165384
hs17676 ENSG00000167103
hs17671 DIP:6082N
hs17670 DIP:128N ENSG00000152994 NP_001782.1
hs17673 DIP:28137N DIP:5986N ENSG00000094916
hs17672 DIP:5740N
hs17529 ENSG00000196727
hs6051 ENSG00000130584
hs12780 ENSG00000115844
hs12781 ENSG00000123472
hs11738 ENSG00000186470
hs11739 ENSG00000169302
hs16108 ENSG00000106330
hs16109 ENSG00000183247
hs16104 ENSG00000181723
hs16105 ENSG00000077348
hs16106 ENSG00000197757
hs16107 ENSG00000172971
hs16100 ENSG00000183500
hs16101 ENSG00000178606
hs16102 ENSG00000175806
hs16103 ENSG00000188368
hs10469 ENSG00000171302
hs18617 ENSG00000184297
hs18614 ENSG00000198936 ENSG00000198161 ENSG00000198360
hs18615 ENSG00000160055
hs18612 ENSG00000182205
hs18613 ENSG00000124762 DIP:246N NP_000380.1
hs18610 ENSG00000189007
hs18611 ENSG00000105374
hs10461 ENSG00000160951
hs10460 ENSG00000185927
hs10463 ENSG00000119411
hs10462 ENSG00000174460
hs10465 DIP:454N
hs10464 NP_057103.1 ENSG00000146963
hs10467 ENSG00000136352
hs18619 ENSG00000198308
hs747 ENSG00000082269
hs746 ENSG00000135298
hs745 ENSG00000184347
hs744 ENSG00000075702
hs743 CAA04666.1
hs742 ENSG00000154309 ENSG00000198506
hs741 ENSG00000135763
hs740 ENSG00000160007
hs749 ENSG00000145041
hs748 ENSG00000136274
hs20929 ENSG00000186502
hs20928 ENSG00000186860
hs20923 ENSG00000183648
hs20922 ENSG00000175090
hs20921 ENSG00000198962
hs20920 ENSG00000130225
hs20927 ENSG00000188060
hs20926 ENSG00000143125
hs20925 ENSG00000184844 ENSG00000172115
hs20924 ENSG00000179851
hs21036 ENSG00000198005 ENSG00000182021 ENSG00000184906 ENSG00000176134
hs21037 ENSG00000198906
hs21034 ENSG00000196154 NP_002952.1
hs21035 ENSG00000149617
hs21032 DIP:403N ENSG00000184502
hs21033 DIP:17027N ENSG00000116030 NP_003343.1
hs21030 ENSG00000188144
hs21031 NP_004385.1
hs21038 ENSG00000183412
hs21039 ENSG00000196084
hs1428 ENSG00000058085 DIP:190N
hs1429 AAH00322.1 ENSG00000076382
hs1424 ENSG00000101333
hs1425 ENSG00000177380
hs1426 ENSG00000107104
hs1427 ENSG00000152822
hs1420 ENSG00000198730
hs1421 ENSG00000136824
hs1422 ENSG00000132153
hs1423 ENSG00000137727
hs14618 ENSG00000070190
hs14619 ENSG00000150048
hs19228 ENSG00000101951
hs19229 ENSG00000109083
hs19224 ENSG00000162385 ENSG00000111196
hs19225 ENSG00000106028
hs19226 ENSG00000161572
hs19227 ENSG00000181264
hs19220 ENSG00000198456
hs14617 ENSG00000183315
hs19222 ENSG00000119147
hs19223 ENSG00000178977
hs16928 ENSG00000136238
hs16929 ENSG00000100118
hs16926 ENSG00000112208
hs16927 ENSG00000124097
hs16924 ENSG00000161103
hs16925 ENSG00000179740
hs16922 ENSG00000092531
hs16923 ENSG00000078579
hs16920 ENSG00000100234
hs16921 ENSG00000188483
hs13349 ENSG00000198171
hs13348 ENSG00000144848
hs13341 ENSG00000189207
hs13340 ENSG00000172377
hs13343 ENSG00000149133
hs13342 ENSG00000187747
hs13345 ENSG00000176623
hs13344 ENSG00000181963
hs13347 ENSG00000106609
hs13346 ENSG00000170356
hs13837 ENSG00000177180
hs13836 ENSG00000010438
hs13835 ENSG00000169499
hs13834 ENSG00000179110
hs13833 ENSG00000170681
hs13832 ENSG00000185742
hs13831 ENSG00000107821
hs13830 ENSG00000163187
hs13839 ENSG00000104047
hs13838 ENSG00000171101
hs3320 ENSG00000132321
hs17334 ENSG00000134285
hs17335 ENSG00000187643
hs17336 ENSG00000185727
hs17337 ENSG00000196492
hs17330 ENSG00000163875
hs17331 ENSG00000124649
hs17332 ENSG00000175335
hs17333 ENSG00000086300
hs2304 ENSG00000176438
hs2305 ENSG00000086200
hs2306 ENSG00000134398
hs2307 ENSG00000047648
hs2300 ENSG00000151746
hs2301 ENSG00000155827
hs2302 ENSG00000174227
