mm7412 ENSMUSG00000040471
mm4221 ENSMUSG00000038521
mm18918 ENSMUSG00000069118
mm18919 ENSMUSG00000054226
mm18916 ENSMUSG00000032060
mm18917 ENSMUSG00000048776
mm18914 ENSMUSG00000023094
mm18915 ENSMUSG00000054135
mm18912 ENSMUSG00000062499
mm18913 ENSMUSG00000066509
mm18910 ENSMUSG00000068386
mm18911 ENSMUSG00000032438
mm15528 ENSMUSG00000026887
mm15529 ENSMUSG00000006024
mm15520 ENSMUSG00000021022
mm15521 ENSMUSG00000007682
mm15522 ENSMUSG00000068684
mm15523 ENSMUSG00000062489
mm15524 ENSMUSG00000001445
mm15525 ENSMUSG00000063667
mm15526 ENSMUSG00000055544
mm15527 ENSMUSG00000027555
mm3609 ENSMUSG00000000605
mm3608 ENSMUSG00000039987
mm11559 ENSMUSG00000047875
mm3602 ENSMUSG00000038486
mm20148 ENSMUSG00000061808
mm20149 ENSMUSG00000044772
mm20146 ENSMUSG00000041046
mm20147 ENSMUSG00000067571
mm20144 ENSMUSG00000026963
mm20145 ENSMUSG00000057250
mm20142 ENSMUSG00000063364
mm9728 ENSMUSG00000067978
mm20140 ENSMUSG00000049625
mm20141 ENSMUSG00000000031
mm9729 ENSMUSG00000031629
mm18475 ENSMUSG00000052994
mm18474 ENSMUSG00000052626
mm14756 ENSMUSG00000031574
mm14757 ENSMUSG00000035478
mm14750 DIP:628N
mm18470 ENSMUSG00000045075
mm18473 ENSMUSG00000038691
mm9726 ENSMUSG00000002289
mm14753 ENSMUSG00000034285
mm9727 ENSMUSG00000031290
mm14758 ENSMUSG00000028259
mm14759 ENSMUSG00000017679
mm10611 ENSMUSG00000069546
mm7938 ENSMUSG00000019952
mm19707 ENSMUSG00000050737
mm9492 ENSMUSG00000037013
mm7931 ENSMUSG00000005951
mm7930 ENSMUSG00000047562
mm5829 ENSMUSG00000069632
mm5828 ENSMUSG00000013415
mm5825 ENSMUSG00000059406
mm5824 ENSMUSG00000025266
mm5827 ENSMUSG00000030847
mm5826 ENSMUSG00000052560
mm5821 ENSMUSG00000030972
mm5820 ENSMUSG00000038292
mm5823 ENSMUSG00000053687
mm5822 ENSMUSG00000028292
mm5797 ENSMUSG00000055717
mm5796 ENSMUSG00000022160
mm5795 ENSMUSG00000013465
mm5794 ENSMUSG00000061527
mm5793 ENSMUSG00000031256
mm5792 ENSMUSG00000039977
mm5791 ENSMUSG00000056228
mm5790 ENSMUSG00000022212
mm5799 ENSMUSG00000042554
mm5798 ENSMUSG00000022255
mm3302 ENSMUSG00000067990
mm3303 ENSMUSG00000052942
mm3300 ENSMUSG00000006932
mm3301 ENSMUSG00000036257
mm3306 ENSMUSG00000024077
mm3307 ENSMUSG00000022477
mm3304 ENSMUSG00000026879
mm3305 ENSMUSG00000005087
mm3308 ENSMUSG00000020277
mm3309 ENSMUSG00000034709
mm11038 ENSMUSG00000045551
mm11039 ENSMUSG00000002635
mm11032 ENSMUSG00000031467
mm11033 ENSMUSG00000047415
mm11030 ENSMUSG00000067198
mm11031 ENSMUSG00000016493
mm11036 ENSMUSG00000029671
mm11037 ENSMUSG00000036855
mm11034 ENSMUSG00000059676
mm11035 ENSMUSG00000020069
mm9021 ENSMUSG00000029422
mm9020 ENSMUSG00000020844
mm9023 ENSMUSG00000059311
mm9022 ENSMUSG00000028807
mm9025 ENSMUSG00000050379
mm9024 ENSMUSG00000009112
mm9027 ENSMUSG00000003199
mm9026 ENSMUSG00000038718
mm9029 ENSMUSG00000040583
mm9028 ENSMUSG00000058743
mm16569 ENSMUSG00000033107
mm16568 ENSMUSG00000020585
mm1238 ENSMUSG00000026732
mm1239 ENSMUSG00000029250
mm16561 ENSMUSG00000022111 ENSMUSG00000035337
mm16560 ENSMUSG00000019906
mm16563 ENSMUSG00000066256
mm16562 ENSMUSG00000025051
mm16565 ENSMUSG00000057816
mm16564 ENSMUSG00000031504
mm16567 ENSMUSG00000045048
mm16566 ENSMUSG00000054733
mm10813 ENSMUSG00000049580
mm10812 ENSMUSG00000028347
mm10811 ENSMUSG00000022362
mm10810 ENSMUSG00000027455
mm10817 ENSMUSG00000043659
mm10816 ENSMUSG00000057800
mm10815 ENSMUSG00000032501
mm10814 ENSMUSG00000001496
mm10819 ENSMUSG00000022403
mm10818 ENSMUSG00000040302
mm9799 ENSMUSG00000031551
mm9798 ENSMUSG00000009035
mm9793 ENSMUSG00000044260
mm9792 ENSMUSG00000028593
mm9791 ENSMUSG00000025494
mm9790 ENSMUSG00000067118 ENSMUSG00000067036 ENSMUSG00000067362 ENSMUSG00000066742
mm9797 ENSMUSG00000030043
mm9796 ENSMUSG00000058330
mm9795 ENSMUSG00000069324 ENSMUSG00000066252
mm9794 ENSMUSG00000045309
mm12718 ENSMUSG00000017307
mm12719 ENSMUSG00000059539 ENSMUSG00000055816
mm12712 ENSMUSG00000043991
mm12713 ENSMUSG00000045150
mm12710 ENSMUSG00000056203
mm12711 ENSMUSG00000045929
mm12716 ENSMUSG00000018169
mm12717 DIP:217N
mm12714 ENSMUSG00000043715
mm12715 ENSMUSG00000033400
mm1490 ENSMUSG00000029231
mm1491 ENSMUSG00000020396
mm1492 ENSMUSG00000034154
mm1493 ENSMUSG00000026510
mm1494 ENSMUSG00000034574
mm1495 ENSMUSG00000014496
mm1496 ENSMUSG00000050315
mm1497 ENSMUSG00000040136
mm1498 ENSMUSG00000038384
mm1499 ENSMUSG00000040351
mm8778 ENSMUSG00000019872
mm8779 ENSMUSG00000053684
mm8776 ENSMUSG00000020571
mm8777 ENSMUSG00000031965
mm8774 ENSMUSG00000034728
mm8775 ENSMUSG00000025234
mm8772 ENSMUSG00000030796
mm8773 ENSMUSG00000022336
mm8770 ENSMUSG00000026535
mm8771 ENSMUSG00000030970
mm3898 ENSMUSG00000028479
mm3899 ENSMUSG00000050106
mm3892 ENSMUSG00000027408
mm3893 ENSMUSG00000001248
mm3890 ENSMUSG00000014791
mm3891 ENSMUSG00000029165
mm3896 ENSMUSG00000022241
mm3897 ENSMUSG00000020333
mm3894 ENSMUSG00000014773
mm3895 ENSMUSG00000040693
mm5078 ENSMUSG00000029603
mm5079 ENSMUSG00000036825
mm5072 ENSMUSG00000021998
mm5073 ENSMUSG00000052609
mm5070 ENSMUSG00000036634
mm5071 ENSMUSG00000027639
mm5076 ENSMUSG00000026095
mm5077 ENSMUSG00000030307
mm5074 ENSMUSG00000035145
mm5075 ENSMUSG00000037738
mm13049 ENSMUSG00000044824
mm13048 ENSMUSG00000061387
mm13041 ENSMUSG00000062483
mm13040 ENSMUSG00000059132
mm13043 ENSMUSG00000029762
mm13042 ENSMUSG00000062528
mm13045 ENSMUSG00000066865
mm13044 ENSMUSG00000052850
mm13047 ENSMUSG00000043599
mm13046 ENSMUSG00000045508
mm22126 ENSMUSG00000069495
mm22127 ENSMUSG00000068354
mm22124 ENSMUSG00000062282
mm22125 ENSMUSG00000056615
mm22122 ENSMUSG00000057992
mm22123 ENSMUSG00000055494
mm22120 ENSMUSG00000044522
mm22121 ENSMUSG00000056802
mm22128 ENSMUSG00000068356
mm22129 ENSMUSG00000059027
mm4679 ENSMUSG00000037549
mm4678 ENSMUSG00000031790
mm4673 ENSMUSG00000059562
mm4672 ENSMUSG00000005774
mm4671 ENSMUSG00000001036
mm4670 ENSMUSG00000032289
mm4677 ENSMUSG00000020017
mm4676 ENSMUSG00000034640
mm4675 ENSMUSG00000039494
mm4674 ENSMUSG00000027742
mm9803 ENSMUSG00000036371
mm9802 ENSMUSG00000049421
mm9801 ENSMUSG00000038967
mm9800 ENSMUSG00000046095
mm9807 ENSMUSG00000039041
mm9806 ENSMUSG00000031824
mm9805 ENSMUSG00000033159
mm9804 ENSMUSG00000069874
mm9809 ENSMUSG00000031876
mm9808 ENSMUSG00000039285
mm2859 ENSMUSG00000033441
mm2858 ENSMUSG00000030457
mm14905 ENSMUSG00000051425
mm14904 ENSMUSG00000067656
mm14907 ENSMUSG00000067912
mm14906 ENSMUSG00000035228
mm14901 ENSMUSG00000006390
mm14900 ENSMUSG00000051098
mm14903 ENSMUSG00000028329
mm14902 ENSMUSG00000006392
mm14909 ENSMUSG00000050035
mm14908 ENSMUSG00000034039
mm24205 ENSMUSG00000068654
mm24204 ENSMUSG00000067294
mm24207 ENSMUSG00000068759
mm24206 ENSMUSG00000067019
mm24201 ENSMUSG00000066685
mm24200 ENSMUSG00000069564
mm24203 ENSMUSG00000067966
mm24202 ENSMUSG00000067026
mm24209 ENSMUSG00000067530
mm24208 ENSMUSG00000069224
mm15050 ENSMUSG00000038007
mm15051 ENSMUSG00000062844
mm15052 ENSMUSG00000039183
mm15053 ENSMUSG00000063235
mm15054 ENSMUSG00000029571
mm15055 ENSMUSG00000057649
mm15056 ENSMUSG00000028779
mm15057 ENSMUSG00000045620
mm15058 ENSMUSG00000004642
mm7321 ENSMUSG00000031922
mm7322 ENSMUSG00000021725
mm10029 ENSMUSG00000031530
mm7324 ENSMUSG00000020481
mm7325 ENSMUSG00000061374
mm7326 ENSMUSG00000020010
mm7327 ENSMUSG00000021259
mm19889 ENSMUSG00000020857
mm19888 ENSMUSG00000047692
mm19883 ENSMUSG00000059830
mm19882 ENSMUSG00000057762 ENSMUSG00000031146
mm19881 ENSMUSG00000051821
mm19880 ENSMUSG00000052892
mm19887 ENSMUSG00000067663
mm19886 ENSMUSG00000052567
mm19885 ENSMUSG00000047099 ENSMUSG00000063262
mm19884 ENSMUSG00000037966
mm11371 ENSMUSG00000047986
mm11370 ENSMUSG00000025804
mm11373 ENSMUSG00000002588
mm11372 ENSMUSG00000026260
mm11375 ENSMUSG00000051196
mm11374 ENSMUSG00000010608
mm11377 ENSMUSG00000022358
mm11376 ENSMUSG00000028185
mm11379 ENSMUSG00000039126
mm11378 ENSMUSG00000037171
mm15034 ENSMUSG00000021337
mm15035 ENSMUSG00000036258
mm7308 ENSMUSG00000034000
mm15031 ENSMUSG00000047409
mm20436 ENSMUSG00000002379
mm24223 ENSMUSG00000068990
mm20434 ENSMUSG00000039955
mm20435 ENSMUSG00000048260
mm20432 ENSMUSG00000039349
mm20433 ENSMUSG00000066660
mm20430 ENSMUSG00000000581
mm24222 ENSMUSG00000068694
mm7304 ENSMUSG00000045284
mm20438 ENSMUSG00000025321
mm20439 DIP:5791N
mm24220 ENSMUSG00000070012
mm24227 ENSMUSG00000069384
mm24226 ENSMUSG00000066057
mm24225 ENSMUSG00000068244
mm15039 ENSMUSG00000040660
mm23318 ENSMUSG00000051811
mm23319 ENSMUSG00000069231
mm23316 ENSMUSG00000068830
mm23317 ENSMUSG00000067417
mm23314 ENSMUSG00000067043
mm23315 ENSMUSG00000066394 ENSMUSG00000059953
mm23312 ENSMUSG00000058568
mm23313 ENSMUSG00000069671
mm23310 ENSMUSG00000061847
mm23311 DIP:120N
mm17648 ENSMUSG00000036858
mm11330 ENSMUSG00000048878
mm17029 ENSMUSG00000029538
mm17028 ENSMUSG00000059823
mm17027 ENSMUSG00000045312
mm17026 ENSMUSG00000051321
mm17025 ENSMUSG00000053395
mm17024 ENSMUSG00000069954
mm17023 ENSMUSG00000020743
mm17022 ENSMUSG00000069514 ENSMUSG00000068807
mm17021 ENSMUSG00000052099
mm17020 ENSMUSG00000053553
mm8132 ENSMUSG00000024975
mm14598 ENSMUSG00000043740
mm14599 ENSMUSG00000020354
mm14596 ENSMUSG00000030651
mm14597 ENSMUSG00000063891
mm14594 ENSMUSG00000066774
mm14595 ENSMUSG00000060734
mm14592 DIP:24177N ENSMUSG00000000184
mm14593 ENSMUSG00000000673
mm14590 ENSMUSG00000027015
mm14591 DIP:358N ENSMUSG00000041488
mm19148 ENSMUSG00000061531
mm19149 ENSMUSG00000022698
mm19146 ENSMUSG00000041205
mm19147 ENSMUSG00000059776
mm19144 ENSMUSG00000051361
mm19145 ENSMUSG00000005534
mm19142 ENSMUSG00000024535
mm19143 ENSMUSG00000044893
mm19140 ENSMUSG00000058076
mm19141 ENSMUSG00000058811
mm14048 ENSMUSG00000030053
mm14049 ENSMUSG00000059306
mm14040 ENSMUSG00000033821
mm14041 ENSMUSG00000062078
mm14042 ENSMUSG00000052726
mm14043 ENSMUSG00000057651
mm14044 ENSMUSG00000031823
mm14045 ENSMUSG00000000318
mm14046 ENSMUSG00000049686
mm14047 ENSMUSG00000055114
mm22229 ENSMUSG00000061555
mm22228 ENSMUSG00000062376
mm15646 ENSMUSG00000061780
mm21428 ENSMUSG00000027927
mm21429 ENSMUSG00000020492 ENSMUSG00000057399
mm21426 ENSMUSG00000056018
mm21427 DIP:5905N ENSMUSG00000057154
mm21424 ENSMUSG00000052450
mm21425 ENSMUSG00000066194
mm21422 ENSMUSG00000029019
mm21423 ENSMUSG00000054991
mm21420 ENSMUSG00000026258
mm21421 ENSMUSG00000069764
mm15317 ENSMUSG00000021469
mm15316 ENSMUSG00000062893
mm15315 ENSMUSG00000057147
mm15314 ENSMUSG00000031792
mm15313 ENSMUSG00000048703
mm15312 ENSMUSG00000034557
mm15311 ENSMUSG00000027900
mm15310 ENSMUSG00000024731
mm15319 ENSMUSG00000028133
mm15318 ENSMUSG00000023505
mm17051 ENSMUSG00000048706
mm278 ENSMUSG00000064286
mm279 ENSMUSG00000014355
mm274 ENSMUSG00000038341
mm275 ENSMUSG00000069601
mm276 ENSMUSG00000047517
mm277 ENSMUSG00000036523
mm270 ENSMUSG00000043909
mm271 ENSMUSG00000022443
mm272 ENSMUSG00000034533
mm273 ENSMUSG00000044072
mm4353 ENSMUSG00000019977
mm1809 ENSMUSG00000049044
mm1808 ENSMUSG00000032125
mm1803 ENSMUSG00000055994
mm1802 ENSMUSG00000029869
mm1801 ENSMUSG00000026496
mm1800 ENSMUSG00000005142
mm1807 DIP:456N ENSMUSG00000040669
mm1806 ENSMUSG00000025013
mm1805 ENSMUSG00000058488
mm1804 ENSMUSG00000044452
mm10220 ENSMUSG00000026955
mm10221 ENSMUSG00000038571
mm10222 ENSMUSG00000031770
mm10223 ENSMUSG00000051669
mm10224 ENSMUSG00000007907
mm10225 ENSMUSG00000036073
mm10226 ENSMUSG00000053835
mm10227 ENSMUSG00000067164 ENSMUSG00000068921
mm10228 ENSMUSG00000047674
mm10229 ENSMUSG00000029061
mm10598 ENSMUSG00000059313
mm10599 ENSMUSG00000054266
mm10592 ENSMUSG00000042423
mm10593 ENSMUSG00000060147
mm10590 ENSMUSG00000055016
mm10591 ENSMUSG00000047775
mm10596 ENSMUSG00000033702
mm10597 ENSMUSG00000029997
mm10594 ENSMUSG00000021221
mm10595 ENSMUSG00000041624
mm5618 ENSMUSG00000042515
mm5619 ENSMUSG00000026303
mm23991 ENSMUSG00000067223
mm5612 ENSMUSG00000027426
mm5613 ENSMUSG00000005897
mm5610 ENSMUSG00000029528
mm5611 ENSMUSG00000052087
mm5616 ENSMUSG00000022967
mm5617 ENSMUSG00000053870
mm5614 ENSMUSG00000028860
mm5615 ENSMUSG00000040447
mm11179 ENSMUSG00000047731
mm11178 ENSMUSG00000051703
mm11177 ENSMUSG00000040796
mm11176 ENSMUSG00000037353
mm11175 ENSMUSG00000029103
mm11174 ENSMUSG00000037577
mm11173 ENSMUSG00000024541
mm11172 ENSMUSG00000043953
mm11171 ENSMUSG00000027784
mm11170 ENSMUSG00000033862
mm3513 ENSMUSG00000045487
mm3512 ENSMUSG00000023914
mm3511 ENSMUSG00000030753
mm3510 ENSMUSG00000050700
mm3517 ENSMUSG00000022807
mm3516 ENSMUSG00000027475
mm3515 ENSMUSG00000066837
mm3514 ENSMUSG00000023259
mm3519 ENSMUSG00000029020
mm3518 ENSMUSG00000053460
mm16338 ENSMUSG00000028701
mm16339 ENSMUSG00000051405
mm4059 ENSMUSG00000030467
mm4058 ENSMUSG00000026331
mm4053 ENSMUSG00000030967
mm4052 DIP:1074N
mm4051 ENSMUSG00000048732
mm4050 ENSMUSG00000043962
mm4057 ENSMUSG00000054920
mm4056 ENSMUSG00000047085
mm4055 ENSMUSG00000027605
mm4054 ENSMUSG00000055561
mm23158 ENSMUSG00000062248
mm23159 ENSMUSG00000028044
mm23154 ENSMUSG00000066401
mm23155 ENSMUSG00000066227
mm23156 ENSMUSG00000054773
mm23157 ENSMUSG00000051146
mm23150 ENSMUSG00000031231
mm23151 ENSMUSG00000046809
mm23152 ENSMUSG00000067331
mm23153 ENSMUSG00000069944
mm2640 ENSMUSG00000029613
mm2641 ENSMUSG00000034107
mm2642 ENSMUSG00000020092
mm2643 ENSMUSG00000045497
mm2644 ENSMUSG00000034621
mm2645 ENSMUSG00000046079
mm9618 ENSMUSG00000041459
mm9619 ENSMUSG00000026272
mm9616 ENSMUSG00000037624
mm9617 ENSMUSG00000027575
mm9614 ENSMUSG00000026813
mm9615 ENSMUSG00000069637
mm9612 ENSMUSG00000062025
mm9613 ENSMUSG00000056987
mm9610 ENSMUSG00000038766
mm9611 ENSMUSG00000021262
mm7508 ENSMUSG00000025479
mm7509 ENSMUSG00000021047
mm7500 ENSMUSG00000041751
mm7501 ENSMUSG00000032745
mm7502 ENSMUSG00000022265
mm7503 ENSMUSG00000004105
mm7504 ENSMUSG00000031403
mm7505 ENSMUSG00000067926
mm7506 ENSMUSG00000040590
mm7507 ENSMUSG00000003354
mm8259 ENSMUSG00000066667
mm8258 ENSMUSG00000046008
mm8251 ENSMUSG00000024006
mm8250 ENSMUSG00000041798
mm8253 ENSMUSG00000033411
mm8252 ENSMUSG00000021540
mm8255 ENSMUSG00000021335
mm8254 ENSMUSG00000026866
mm8257 ENSMUSG00000031681
mm8256 ENSMUSG00000056786
mm22689 ENSMUSG00000005054
mm22688 ENSMUSG00000042031
mm22683 ENSMUSG00000067822
mm22682 ENSMUSG00000044008
mm22681 ENSMUSG00000042312
mm22680 ENSMUSG00000068253
mm22687 ENSMUSG00000068885 ENSMUSG00000043472
mm22686 ENSMUSG00000045475 ENSMUSG00000054325
mm22685 ENSMUSG00000057853
mm22684 ENSMUSG00000034855
mm12529 ENSMUSG00000028710
mm12528 ENSMUSG00000026739 DIP:132N
mm12521 ENSMUSG00000063728
mm12520 ENSMUSG00000067481
mm12523 ENSMUSG00000065987
mm12522 ENSMUSG00000050796
mm12525 ENSMUSG00000058303
mm12524 ENSMUSG00000046150
mm12527 ENSMUSG00000028798
mm12526 ENSMUSG00000028692
mm23486 ENSMUSG00000069329
mm23487 ENSMUSG00000070019
mm23484 ENSMUSG00000069797
mm23485 ENSMUSG00000067811
mm23482 ENSMUSG00000067997
mm23483 ENSMUSG00000068977
mm23480 ENSMUSG00000054144
mm23481 ENSMUSG00000066066
mm23488 ENSMUSG00000068249
mm23489 ENSMUSG00000068212
mm22355 ENSMUSG00000061261
mm22354 ENSMUSG00000058975
mm22357 ENSMUSG00000051198
mm22356 ENSMUSG00000062956
mm22351 ENSMUSG00000053892
mm22350 ENSMUSG00000061119
mm22353 ENSMUSG00000049138
mm22352 ENSMUSG00000055849
mm22359 ENSMUSG00000046727
mm22358 ENSMUSG00000026032
mm11951 ENSMUSG00000032040
mm11950 ENSMUSG00000039841
mm11953 ENSMUSG00000021094
mm11952 ENSMUSG00000058613
mm11955 ENSMUSG00000068083
mm11954 ENSMUSG00000021687
mm11957 ENSMUSG00000043923
mm11956 ENSMUSG00000034248
mm11959 ENSMUSG00000026621
mm11958 ENSMUSG00000037542
mm18282 ENSMUSG00000020155
mm18283 ENSMUSG00000046093
mm18280 ENSMUSG00000051827 ENSMUSG00000063709
mm18281 ENSMUSG00000049332
mm18286 ENSMUSG00000021576
mm18287 ENSMUSG00000032191
mm6363 ENSMUSG00000029521
mm6362 ENSMUSG00000035504
mm6361 ENSMUSG00000022464
mm6360 ENSMUSG00000057637
mm6367 ENSMUSG00000028687
mm6366 ENSMUSG00000028126
mm6365 ENSMUSG00000014074
mm6364 ENSMUSG00000009654
mm6369 ENSMUSG00000031078
mm6368 ENSMUSG00000038233
mm14206 ENSMUSG00000069282
mm14207 ENSMUSG00000050073
mm14204 ENSMUSG00000030366
mm14205 ENSMUSG00000056882
mm14202 ENSMUSG00000048458
mm14203 ENSMUSG00000058631
mm14200 ENSMUSG00000051153
mm14201 ENSMUSG00000067005
mm4736 ENSMUSG00000026814
mm4737 ENSMUSG00000028412
mm4734 ENSMUSG00000029102
mm4735 ENSMUSG00000061028
mm4732 ENSMUSG00000039391
mm4733 ENSMUSG00000026709
mm14208 ENSMUSG00000012350
mm4731 ENSMUSG00000042604
mm4888 ENSMUSG00000031916
mm4889 ENSMUSG00000066113
mm4880 ENSMUSG00000032750
mm4881 ENSMUSG00000020773
mm4882 ENSMUSG00000008763
mm4883 ENSMUSG00000010517
mm4884 ENSMUSG00000069108 ENSMUSG00000068172
mm4885 ENSMUSG00000052794
mm4886 ENSMUSG00000025602
mm4887 ENSMUSG00000042708
mm21628 ENSMUSG00000026500
mm21629 ENSMUSG00000061771
mm21624 ENSMUSG00000052481
mm21625 ENSMUSG00000062405
mm21626 ENSMUSG00000064092
mm21627 ENSMUSG00000061669 ENSMUSG00000068396 ENSMUSG00000067002
mm21620 ENSMUSG00000061807
mm21621 ENSMUSG00000040840
mm21622 ENSMUSG00000024139
mm21623 ENSMUSG00000068829
mm19436 ENSMUSG00000037455
mm19437 ENSMUSG00000033666
mm19434 ENSMUSG00000057445
mm19435 ENSMUSG00000032011
mm19432 ENSMUSG00000031712
mm19433 ENSMUSG00000000171
mm19430 ENSMUSG00000056971
mm19431 ENSMUSG00000059771
mm7287 ENSMUSG00000061740
mm7286 DIP:5823N
mm7285 DIP:468N
mm7284 ENSMUSG00000005043
mm7283 ENSMUSG00000009733
mm7282 ENSMUSG00000020653
mm19438 ENSMUSG00000051877
mm19439 ENSMUSG00000037072
mm24014 ENSMUSG00000066522
mm24015 ENSMUSG00000067626
mm24016 ENSMUSG00000061743
mm24017 ENSMUSG00000069747
mm24010 ENSMUSG00000068084
mm24011 ENSMUSG00000067964
mm24012 ENSMUSG00000068177
mm24013 ENSMUSG00000068373
mm24018 ENSMUSG00000067823
mm24019 ENSMUSG00000067176
mm478 ENSMUSG00000032187
mm479 ENSMUSG00000024913
mm476 ENSMUSG00000002265
mm477 ENSMUSG00000026567
mm474 ENSMUSG00000020620
mm475 ENSMUSG00000054874
mm472 ENSMUSG00000055471
mm473 ENSMUSG00000038763
mm470 ENSMUSG00000041797
mm471 ENSMUSG00000041828
mm21996 ENSMUSG00000068717
mm21997 ENSMUSG00000027236
mm21994 ENSMUSG00000033993
mm21995 ENSMUSG00000053634
mm21992 ENSMUSG00000043139
mm21993 ENSMUSG00000028197
mm21990 ENSMUSG00000069967
mm21991 ENSMUSG00000063947
mm21998 ENSMUSG00000050765
mm21999 ENSMUSG00000062592
mm20889 ENSMUSG00000054663
mm14175 ENSMUSG00000039264
mm23048 ENSMUSG00000046814
mm23049 ENSMUSG00000063656
mm20883 ENSMUSG00000056836
mm17278 ENSMUSG00000068789
mm17279 ENSMUSG00000032383
mm17276 ENSMUSG00000029430
mm17277 ENSMUSG00000031794
mm17274 ENSMUSG00000066002
mm17275 ENSMUSG00000024857
mm17272 ENSMUSG00000067650
mm17273 ENSMUSG00000006262 ENSMUSG00000043131
mm17270 ENSMUSG00000028287
mm17271 ENSMUSG00000033029
mm18428 ENSMUSG00000069864
mm18429 ENSMUSG00000058077
mm18426 ENSMUSG00000051720
mm18427 ENSMUSG00000069580
mm18424 ENSMUSG00000069774
mm18425 ENSMUSG00000054030
mm18422 ENSMUSG00000019158
mm18423 ENSMUSG00000021120
mm18420 ENSMUSG00000061816
mm18421 ENSMUSG00000052962
mm18861 ENSMUSG00000067040 ENSMUSG00000045128
mm1344 ENSMUSG00000040548
mm16230 ENSMUSG00000025205
mm1346 ENSMUSG00000027523
mm1347 ENSMUSG00000024789
mm1340 ENSMUSG00000020538
mm1341 ENSMUSG00000031626
mm1342 ENSMUSG00000003134
mm1343 ENSMUSG00000033444
mm10961 ENSMUSG00000026890
mm7428 ENSMUSG00000025860
mm10969 ENSMUSG00000011658
mm10968 ENSMUSG00000060744
mm4476 ENSMUSG00000033075
mm68 ENSMUSG00000031004
mm69 ENSMUSG00000068740
mm64 ENSMUSG00000037416
mm65 ENSMUSG00000033943
mm66 ENSMUSG00000025650
mm67 ENSMUSG00000027799
mm60 ENSMUSG00000029505
mm61 ENSMUSG00000034218
mm62 ENSMUSG00000003226
mm63 ENSMUSG00000016028
mm13940 ENSMUSG00000064044
mm13941 ENSMUSG00000051042
mm13942 ENSMUSG00000024544
mm13943 ENSMUSG00000044951
mm13944 ENSMUSG00000048358
mm13945 ENSMUSG00000069533
mm13946 ENSMUSG00000068950
mm13947 ENSMUSG00000044537
mm13948 ENSMUSG00000060493
mm13949 ENSMUSG00000026753
mm17598 ENSMUSG00000031682
mm10419 ENSMUSG00000031364
mm10418 ENSMUSG00000049232
mm10417 ENSMUSG00000042729
mm10416 ENSMUSG00000031533
mm10415 ENSMUSG00000052029
mm10414 ENSMUSG00000029550
mm10413 ENSMUSG00000069438
mm10412 ENSMUSG00000027035
mm10411 ENSMUSG00000037111
mm10410 ENSMUSG00000032577
mm12309 ENSMUSG00000028232
mm12308 ENSMUSG00000037379
mm12301 ENSMUSG00000067739
mm12300 ENSMUSG00000032278
mm12303 ENSMUSG00000061192
mm12302 ENSMUSG00000062147
mm12305 ENSMUSG00000047661
mm12304 ENSMUSG00000028393
mm12307 ENSMUSG00000027305
mm12306 ENSMUSG00000026656
mm16819 ENSMUSG00000068048
mm16818 ENSMUSG00000001313
mm16811 ENSMUSG00000030004
mm16810 ENSMUSG00000030005
mm16813 ENSMUSG00000039617 ENSMUSG00000031754
mm16812 ENSMUSG00000045316
mm16815 ENSMUSG00000004394
mm16814 ENSMUSG00000033520
mm16817 ENSMUSG00000062260
mm16816 ENSMUSG00000064354
mm20803 ENSMUSG00000036117
mm20802 ENSMUSG00000055099
mm20801 ENSMUSG00000067539
mm20800 ENSMUSG00000043097
mm20807 ENSMUSG00000038274
mm20806 ENSMUSG00000050220
mm20805 ENSMUSG00000045435
mm20804 ENSMUSG00000063820
mm11450 ENSMUSG00000027489
mm11451 ENSMUSG00000028558
mm20809 ENSMUSG00000041789
mm20808 ENSMUSG00000051251
mm11454 ENSMUSG00000020990
mm11455 ENSMUSG00000058587
mm11456 ENSMUSG00000067300
mm11457 ENSMUSG00000015854
mm3496 ENSMUSG00000024372
mm3497 ENSMUSG00000028351
mm3494 ENSMUSG00000035000
mm3495 ENSMUSG00000045314
mm3492 ENSMUSG00000042303
mm3493 ENSMUSG00000018387
mm3490 ENSMUSG00000017999
mm3491 ENSMUSG00000032498
mm3498 ENSMUSG00000030400
mm3499 ENSMUSG00000028064
mm1380 ENSMUSG00000052133
mm1381 ENSMUSG00000036777
mm1382 ENSMUSG00000008855
mm1383 ENSMUSG00000021611
mm1384 ENSMUSG00000008845
mm1385 ENSMUSG00000020821
mm1386 ENSMUSG00000030172
mm4159 ENSMUSG00000064325
mm1388 ENSMUSG00000032582
mm1389 ENSMUSG00000041984
mm4154 ENSMUSG00000021948
mm4155 ENSMUSG00000062991
mm4152 ENSMUSG00000049964
mm4153 ENSMUSG00000047839
mm4150 ENSMUSG00000036989
mm4151 ENSMUSG00000005045
mm8868 ENSMUSG00000036188
mm8869 ENSMUSG00000004415
mm8866 ENSMUSG00000039903
mm8867 ENSMUSG00000043448
mm8864 ENSMUSG00000032214
mm8865 ENSMUSG00000021178
mm8862 ENSMUSG00000024528
mm8863 DIP:24245N ENSMUSG00000037373
mm8860 ENSMUSG00000010048
mm8861 ENSMUSG00000022131
mm3720 ENSMUSG00000031773
mm3721 ENSMUSG00000032374
mm3722 ENSMUSG00000053368
mm3723 ENSMUSG00000006720
mm3724 ENSMUSG00000032714
mm3725 ENSMUSG00000045071
mm3726 ENSMUSG00000022557
mm3727 ENSMUSG00000010175
