F1PX62	F1MZA9	D3ZV26	A2BED8	Q96II8
E2R1U5	Q2KIR4	D3ZFH5	O70333	Q7LG56
E2RKU9	Q5BIP8	Q5EXX3	Q01231	Q9NY56
F1PE35	E1BNR0	F1M754	Q91YL2	P23771
F1P9J8	F1N7G5	P51774	E9QAD8	P78357
J9P304	A3KMV9	Q6AXY9	Q8C460	P12643
E2R5J6	Q0P585	Q9JLT6	Q8QZS1	O00555
J9P816	A6QL89	Q5XHZ6	Q8BRR9	Q9UHA3
E2QWJ2	Q0VBY8	Q812D3	Q8CBY3	Q99933
E2R790	G3N027	F1LVS1	P56376	Q96FK6
P62872	A0A140T897	A0A0G2JT07	Q9D0M3	P06280
F1PEG4	G3N2M1	D4ADN6	F6W0I8	Q6P179
E2R1Z7	Q08DK4	D3ZZ62	A0A0R4J093	Q14966
E2R8R1	E1BJE1	Q9WUF4	G3XA57	P00736
E2RDW3	Q2KI67	P35559	Q8VCG1	Q9HA64
J9NXG5	E1BBG2	B0BMX3	P16056	P04198
F1PUW0	F1MCH1	A0A0G2K730	Q8BU36	Q02161
E2RPX0	E1BGN7	G3V7M6	Q91YI0	P02730
F1PBK4	A0A140T866	M0R3S3	Q9QYJ0	P18621
F1PBF7	A4FUG8	A0A0G2K3F1	P54103	P19823
E2RBG0	G3MX81	B1WC93	Q5U464	Q9Y4D2
J9P4C8	G5E5R9	G3V6M2	Q9QX99	Q8N5B7
J9NVC4	F1MGK3	D4A9Q0	Q80T14	P18428
F1PB71	P43249	A0A096MK30	Q9CQ49	P34947
F1PIJ6	E1BGH6	E9PTX3	A2A4P0	Q99551
J9NV92	F1MX20	Q924S1	Q99P68	Q16739
F1PFH3	Q2KIH7	Q9ESW0	A0A1L1SSS3	O00222
E2RNT2	F1MXS0	M0R5T3	Q8C0T7	Q8IWU6
E2R9K0	Q3MHP3	D4AB55	Q02819	P20930
F1PCF0	F1MMX9	G3V8J4	H3BLC5	Q16557
E2R3J9	F1N159	P30121	Q06507	Q13515
F1PSG5	Q32PD0	D3ZVM4	P50284	Q9UBD5
F1Q3I7	E1BJ64	Q66HL7	Q64727	Q68CQ4
E2RB65	F1N143	D3Z8Z6	D3YWQ0	Q12809
E2RLL3	E1BNX9	D4A3B8	O89114	O95140
E2R996	F1N3U0	D3ZJC0	Q80VJ2	Q6ZSS7
E2RB98	F1MCY5	F1M9G3	P55194	P22792
F1PRU6	F1MUY3	Q4KMA2	Q8R5L3	Q5T2N8
E2R4Y3	G5E551	P00159	Q8BG26	Q6ZVX7
F1PDH1	Q0VCT1	P06767	P70402	O15226
F1PSI7	A5D7J6	A0A0H2UHJ1	Q3TML0	Q86SR1
E2R0Z7	Q05B87	D4AEK3	Q69ZT9	Q9Y2D9
F1PWH9	Q29RH9	A0A0G2JW60	Q9DBR4	Q9Y3B3
F1PAP4	F1MBJ4	D3ZII8	Q9EQK5	B3KMC9
J9PA94	Q2KJ84	B2RZ31	Q9QX97	Q9H939
F1PSR5	A4IFC9	D3ZEN8	Q8VCZ9	Q9NWT1
F6X9T9	E1B8B9	D3ZF21	Q9WUK7	H7C417
E2REB3	F1N1Q0	D3ZSN4	Q3U5W2	A0A0S2Z3N6
J9NZ30	E1BDU1	Q6P7C7	Q05BC3	Q9UPZ6
F1PTX4	F1MN61	D3ZRK0	F6TVP2	Q8N3E9
E2R3D3	F1MGY2	Q641Z4	Q9R194	P17987
F1PRA6	F1N1R1	A0A0G2JW79	D3Z5F7	P55083
E2RR73	E1BP91	Q66HF1	Q3U9G9	Q9Y6X6
J9NVE6	Q32PD5	Q9QZC5	Q9D2Y6	P62829
J9JHD9	Q32LJ9	D3ZE20	Q8K1K3	Q53S33
J9P8T4	F1MQP4	A0A096MK63	Q62420	Q9HCI5
J9NY80	F1N3D1	Q8CJE2	O88427	O95460
F1PNH6	F1MJ95	B5DEH7	P28357	P81877
F1Q458	P05630	M0RBX2	E9QA16	P78423
J9P9D5	F1MIY0	Q9JIM4	Q62421	O15488
E2R9C7	Q08DE2	F1LY14	Q8JZQ1	O15083
F1PEK8	G3X748	F1LZ05	A0A0A6YXI5	P35443
J9P381	Q10568	B1WC34	P29788	P10912
E2RJJ0	F1MS08	F1LXC7	B8JJE0	Q8IZ41
J9NUW3	F1MCW9	Q8VHJ0	Q8BU34	Q8N7G1
E2RQN7	F1MBS7	Q9WTQ9	Q9DBM1	Q9Y3E5
E2RM99	E1BMJ7	B0BND8	P40936	Q9UJJ9
E2RR96	E1BJV5	G3V8I4	Q61464	Q9HAT8
F1P6S2	E1B8H7	D3ZA36	Q9CR96	Q8N3X6
E2RCP3	A7YWE4	Q66H18	Q3TYD6	Q70IA8
E2RR78	O62654	Q675A5	Q8CAF4	Q9P2B2
E2RG83	F1MGS9	P02688	P63032	O15037
O46550	E1BP81	Q7TSU1	E9PZ11	O95156
E2R578	E1BHY6	P68943	Q60775	P14778
F1PEW1	F1N1V3	A0A0G2JX87	P97868	Q96MB7
F1PA52	F1MQL7	Q8CF97	P10166	P30793
J9P6I7	G8JL04	A0A096MJB5	A0A0G2JFZ5	O43526
J9P0Z3	F1N4V5	A0A0G2JVC2	A2CG49	O00124
E2RH57	E1BP59	F1LT10	Q9CX56	Q969M3
J9NZC9	Q2T9R2	Q9QWJ9	Q5SV02	P08473
F1PPC7	A4FV74	D3ZTJ7	P30415	Q5T6M2
J9P5S1	F1MHA1	Q6P791	P05063	Q5TD97
F1PUM3	E1BFX5	B2GUV5	Q9Z129	Q8N752
J9P7P0	P00415	Q63312	D6RE30	Q96A22
E2RP04	F1MQ39	P36970	P25425	A0A0S2Z3Z3
E2RCZ7	A6QLD1	F1MAK9	A0A087WNQ1	Q8N9R8
F1PJV7	G3MZY9	D3ZZB0	Q6NSR8	Q8TDB8
E2RK32	E1BKS5	D3ZMH5	P51865	P51677
E2R2W6	A6QQ46	D3ZIP3	Q9WU72	P04626
E2QY41	F1MC73	Q5XIJ4	Q91WG0	Q8N6L1
E2RS43	E1BEI6	D3ZEG9	Q1HFZ0	P09104
F1PID8	E1BQ37	Q0ZFS8	Q922I7	P23490
E2RDL4	F1MJ53	Q63470	E9PZW8	B2R7W0
F6URD2	E1B8M0	A0A0G2JSW0	Q61602	Q6NUS6
J9NWF8	E1BF88	Q6AXY3	D3Z5N8	Q13352
J9P9D1	Q2KJ16	M0RDG3	P51637	Q16515
E2R020	E1BNT4	D3ZVJ3	G3X9X1	Q9UBT7
E2RKM2	P42028	D3ZH34	Q8C854	Q8IYW2
J9P7G3	A5PJU6	D3ZH67	Q3U595	Q9HCN6
J9PAP6	Q3SYS0	F1LXS3	O08796	P04181
E2RPL1	Q6RUW3	P19944	Q8CHG5	Q9UHW5
E2QYC2	A6QQL9	Q64232	Q5U4C9	O95948
F1PH12	F1MVX3	P04797	Q8K4J0	Q9UHP7
E2R774	F1MSK1	D3ZEF4	E9Q9F7	Q8TDU9
F1PJ39	Q0VC61	A0A0G2JSP9	P40338	Q13516
F6UZV8	Q5E9B7	D4AE02	P47738	Q9P1A6
J9P8V6	F1N626	A0A0G2JUT1	Q8R097	P80217
J9PB12	F1MCV2	A0A0G2JUU2	Q9WTU0	Q16611
F1P7R7	A6QPH1	F1MAF5	Q8K4G5	P36873
F1PAK1	E1BBJ7	P21575	P35278	O95571
J9P4E2	Q2KIQ0	F1LMG2	A0A1L1SQU7	Q9HA38
F1PC10	F1MSI9	P36972	A0A0A0MQ97	Q9Y4K1
J9P097	A5PJY9	A0A0G2JYR1	B1AQJ2	Q9H317
J9NXB6	E1BNH5	F1LNF3	Q9JKK8	O14880
E2RA52	B0JYL0	M0R835	O88544	O95171
E2QZX3	Q0IIF0	Q1RP77	F8VPL2	Q9Y3B7
E2RAN9	F1MW01	D4A069	P63024	Q15650
E2R6Z9	A7MBF6	D3ZR10	Q91WT4	Q96MX0
J9P289	Q32P79	A0A0G2K586	Q921Z5	Q8IWZ5
F1PCG1	Q45KY7	D3ZPC3	Q61282	Q03591
E2RBY0	Q3T0D7	Q5U306	O08528	P17980
E2R5D8	E1BE86	G3V6A1	Q99N50	Q8TF64
J9P0T2	E1BC81	D4ABX9	O08911	Q59GZ0
F1PM01	Q2HJ97	Q5RJT2	Q9DCT2	P41595
E2RA21	Q08E12	D4A4R8	G3UWV6	P14222
F6XDU0	A7MBA1	F1M805	Q8VCY6	P13224
E2RJT7	G3MY07	G3V931	Q923D4	P36969
A0A0A0MPC3	P09867	B2RZC6	Q9CXY6	Q9UQP3
J9NWQ7	F1MFQ4	G3V7G7	Q8BHB7	P51828
E2RGN4	G5E569	D4A7S4	D3YZ80	O75828
J9P514	G3X7Z6	D3ZKW4	P97438	Q8IU57
J9NYN2	F1MBU9	D4A563	Q1EG27	Q99418
E2QWA6	A2VDX0	D3ZQ74	Q8CI32	Q9NY57
J9NSB6	F1MTD6	F1LPZ8	A0A0R4J0L5	Q9BXJ7
E2R4X3	E1BE33	O08557	Q9R111	Q8WW32
E2RBD6	Q0P5L8	Q5U349	O88786	P30307
E2QU81	E1BFZ3	P63324	P08553	Q9UKP6
J9P0D7	F1MG58	Q9WUN0	Q3TNL8	Q6N074
E2RI14	Q05B90	A0A0G2K2Y2	A0A286YDD7	Q9NUV7
E2QUB3	Q0VCF1	F7EZ89	Q8VDV8	Q9H0V1
F1PQM1	E1BC22	D3ZTP0	Q8CIP4	Q9GZV8
E2QWK8	E1BKT0	F1LNV0	Q91WG4	Q53H82
F1PGG0	G3X6B9	Q6GQP4	Q8CHF1	Q9BT43
F1PRL0	F6QYV9	F1LRL9	Q99N87	Q9BZ72
E2RSU3	E1BFV0	Q6P7A7	Q60520	P56856
F1PY47	E1BE87	P20420	E9PWN8	O95415
F1PKU4	Q02378	B2RZC8	J3QM81	Q01628
F1PTF9	E1BG87	Q66HF9	Q68FD5	Q3T906
E2RMI2	F1MW52	D4ADI9	Q8CGP2	Q13588
J9P875	G5E6T3	G3V6T6	Q4ZGD8	Q8WWF8
E2REP7	E1B9N9	Q3HS82	Q78HU7	Q8N350
E2R7V2	E1BBB8	D3ZBX9	P70295	P22894
F6XFF5	F1N0I5	F1LWN5	V9GWZ4	Q99439
J9P4Z0	F1MD77	F1LT09	Q9Z1N2	Q96QE5
J9NTQ6	F1MSE7	Q4L0E9	P46097	Q9H920
F1P914	E1BKJ5	A0A0G2KAW2	Q8K2H6	P08729
Q5I2M8	F1MZ38	G3V6Z3	P41158	P59990
E2R9G7	Q3SYU2	P62282	Q8VDD5	Q6ZRS2
F1Q4B7	A5PJ69	G3V6F8	B1AWT2	Q9NRF8
J9P4H3	A6QNV6	P48500	Q9D9G3	Q9ULW6
F1Q0W5	G3X6Z1	Q78EJ9	Q80ZQ9	A2RRD8
F1Q279	Q5EAD6	F1MA23	Q924K8	P62266
F6UVS6	A6QQH2	Q6P6Q6	Q9Z0G0	Q9P2I0
E2RMC8	G3N3D4	M0RCF3	Q8JZU6	O14613
F6XD36	H9GW43	B5DFF9	Q9EPQ2	P59046
E2RSH4	Q32LL6	Q63644	P28665	O60894
E2RGT2	F1MZ14	Q6AY63	Q9DCM2	Q9NP84
J9P810	Q08DA5	D3ZCS9	Q91W27	Q96CQ1
E2RHK1	G3N3M2	Q5XIK2	O70133	Q8IXQ5
E2R5D2	O18737	A0A0G2JZT6	Q9DCP9	Q01064
F1PWW2	F1MBV2	Q7TP90	Q8C0D9	Q96FH0
F1Q427	E1BNM9	Q9Z286	O88947	Q9HAW9
F1PTA4	G3X728	F1LWN6	Q8VDX6	Q5JSH3
E2RRS1	F1MHM7	D4ABC4	P70696	O15552
F1PT52	Q2T9V0	Q62962	Q9QXA7	O75023
F1PGG7	E1BMD6	Q4V8K2	P49452	Q9Y478
E2R224	E1BE22	Q6AYB0	Q10738	Q8TE23
E2RER8	F1N6Q0	Q6AYP4	O35718	P53621
J9P5Y7	E1BGB2	F2Z3R0	Q9QUQ5	O95936
F1Q2B8	F1MNM7	M0R7M4	Q9DCT1	Q7Z3E1
F1PPZ2	F1MY94	E9PSK5	A0A0R4J0U2	Q8IU60
J9P7H8	E1BA57	D3ZNJ5	E9Q2E9	Q4KMG0
F6XHP7	Q3SZC2	A0A0G2K0J3	Q7TNL7	Q49A92
E2R1K6	A5D7H0	D3ZLU5	E9PVB5	Q8NHS0
E2RPE3	F1N112	D4A0U3	Q9EPK6	P83111
F6UQC5	E1B949	F1LUD4	Q9QXE2	Q15631
E2RBJ1	F1MR40	F1LZQ6	P28663	Q2NLD4
E2RRR8	F6QLA1	D4ADQ6	Q8VD12	Q8NBJ9
E2RPM5	Q2TA49	Q4QQS7	G3X8X7	Q8TDZ3
E2RAH4	E1BCH5	Q8CGZ2	Q6Y5D8	Q9UBE0
F6UU41	Q2HJE4	P23928	P83940	Q96DA2
F1PPN4	Q3SZM1	G3V9W2	Q7TPH6	Q9Y4L1
E2R3V7	F1MF26	P63025	P48967	O15169
F1PCE5	F1MJI5	A0A0G2JSX5	A2AEY4	Q5VST6
J9P8W6	E1BFN6	O70610	Q9CXM0	Q7Z403
J9P0H6	A4IF68	D3ZVR9	Q3UEL9	Q99590
F1PLT6	Q5EA79	G3V9T4	D6RI14	Q6IPH7
E2QZS0	E1BBU9	A0A0G2JU36	A0A0R4J081	Q9UN19
P61162	Q1LZD9	M0R5V5	Q9CXW3	Q9NR20
F1PUX6	E1BDF0	P62815	Q9D275	Q8WYB9
E2QXS9	F1MVK6	A0A0G2K2F0	Q8BGE5	P42768
J9P5G3	F6RN30	Q5XIN1	Q9CZX0	A9CP04
E2R0V4	A6QLU9	Q6P7Q1	O89033	P21781
F6Y402	E1BEZ0	F1LSG8	P41731	P19875
E2RCI3	A5D784	A0A0G2K6R4	Q91VM9	Q9NZC4
J9P2F1	Q3T0T5	A0A0G2K9X2	O08648	P52736
J9PA85	G3N0D9	D4A7Z0	B9EI21	Q5H9E4
J9P716	G3N3N1	F1M823	Q99LI7	Q03052
E2RSY7	Q5E9L5	A0A0U1RRP3	Q8BHZ4	Q8NF67
F1PGL3	E1BFN0	Q6AYB2	Q8BU00	P31944
J9P056	E1BLL1	Q5EB61	P70205	P61278
J9P3W2	E1BPU7	P47864	E9Q784	Q8IX01
E2QVF4	A5D7C4	G3V6Y4	Q91VM5	Q9BZC1
E2QVE6	E1BEQ5	B1WBZ4	Q61382	P54296
E2R993	P06624	Q6XKD3	P59017	Q9NPC1
E2RH51	Q66WT7	P10686	B2RXC8	O15496
F1PED5	F1MG71	Q6PW50	Q9WVF6	Q68DA7
F1P694	E1BIU6	Q62888	Q9QYI5	Q92935
E2RJG6	Q3ZBJ0	A0A0U1RRW3	Q7TQC7	Q9UJ37
F1PJ65	Q3T0Y1	D4A8P8	P22682	Q16254
E2RDD4	Q27954	D4A6W5	Q8BSA9	Q8N4N8
F1Q2P2	A1A4R3	Q9Z2Y0	O55060	B1AHC3
E2RNA1	F1MZS4	D4A3X9	Q8CET8	P30518
E2R326	F1N1A8	Q5D006	Q925H0	Q70UQ0
E2R5F7	Q5EAE2	D3ZNX0	P53995	Q99442
E2QUZ3	A7Z066	G3V6N9	A2A6M5	P08237
F1PUS0	F1MCA3	Q5U1Y2	Q7TQC5	Q6ZVC0
J9P4C5	F1MI03	G3V6H2	P47811	Q15366
F1PVL8	Q0VCA8	B0BNB3	Q8BHJ7	C9JCN9
F1PNL7	F1N222	A0A0G2K488	Q91WT9	Q12901
E2R8T2	E1BAM5	D3ZZM0	Q03517	Q9UI12
F1PNV3	P04696	D3ZRD9	E9QLH9	Q96L91
J9P826	F1MK44	F1LW89	Q8R361	Q86X02
F1PQT5	F1N1T2	F1LSM2	Q99J21	P00734
E2RK05	E1BNU3	Q5PPK1	Q8C5P5	Q9BXH2
E2RDQ9	E1BNA5	M0R7T1	Q920E5	Q5VV41
F1PU57	E1BJ15	F1LRK1	G5E8B1	Q7Z2K6
F1PBV9	E1BCY2	D4A3Y2	Q8BHE1	Q8WYD1
E2QXZ8	G3N093	D4AEL3	A0A0R4J0U5	Q8N128
S4R144	E1BJC4	Q6AXR9	P97493	P49841
E2RH20	Q0VCB5	A0A0G2K240	Q8CBR1	O75052
E2RS11	F1MUA8	A0A0G2K543	Q9JJA4	O75691
E2R489	Q2NKT2	F1M8D3	Q8CG64	O15217
F1PWV4	E1BKK6	D4ACX1	P56477	O60636
F1Q1Q2	Q2HJF3	A0A0G2JY82	Q9CWM2	O75368
J9NWJ8	F1MWM6	B2GV02	A0A1B0GRR9	Q2NL67
E2RP16	F1N063	Q5XHX3	Q6NZP2	Q01082
E2RPC1	Q3ZBM0	Q2LAP6	Q8K2J0	Q9H3S5
J9P4F3	Q02399	D4A8U7	P68037	Q70CQ2
F6Y5H1	E1B7E6	F7F4B1	Q9Z1N7	O95661
J9JHH9	Q2KHU4	D3ZWQ8	Q8CFY5	P18084
J9P6J2	E1BC65	M0RBT0	F8VPK0	Q8IZI9
F6UX67	E1B7V9	F1M400	Q6NZB1	Q96IQ9
E2RFM0	E1BK18	D4A7E9	J3QNK5	P27930
F1PEK5	A3KN51	D3ZAQ1	Q9D3R6	Q9H3R0
F1PHB7	F1N4T1	E9PTR4	P0C0S6	O60674
F1P9L9	E1BL69	Q8VIL3	D3Z0Q8	P83436
J9P855	F1MC02	A1L1L5	Q9EQJ9	P16473
F6V2H2	G3X743	D3ZY44	P22892	Q16343
E2RNW1	Q56JZ0	O35394	Q9QY53	P60174
F1PCW0	F1MV70	D3ZQ77	Q6NZF1	P12259
F1PRE1	A5D7P0	D4A510	Q9ERG0	P48729
Q9MYV3	F1MYN1	Q5I0I2	Q61846	Q9UEW8
E2RPA4	E1BJP2	B1WC90	Q99LI5	P12755
E2RKG9	Q0VD15	A0A0G2KA23	Q8BQM7	B2RV13
J9NYE3	E1BGM6	Q9QY44	Q8BH83	Q76GR4
E2RQZ2	F1MW90	Q641Y9	Q3UHU5	Q14019
E2RNN2	E1BFH3	A6P320	D7PDD4	Q9P031
F1PQW0	Q32KU9	Q9R063	Q9R0X2	P16118
E2R4Z4	F1MHW3	Q7TP15	Q9QXN0	Q0VAF8
Q6L7I9	F1N1B0	D3ZB81	Q8BKT6	P31358
E2RSP4	F1MMU4	Q04462	Q9DCL9	Q9NQ11
F1PW85	Q17QC7	D3ZTB5	Q8C838	Q92988
E2RAE7	A4IF89	D3ZLW4	Q9WTK7	Q9NSI6
E2R831	E1BN45	Q6AXY8	Q7TQF2	O14609
F1PUQ2	F1MVI6	B0BNL2	Q05A36	Q96LC9
F1PWX8	F1MY81	G3V828	Q9R0C0	A1Z1Q3
E2RDY9	E1BHK0	P23593	Q5I012	Q7Z2W9
J9NXV2	Q3T0I4	F1LMV6	D3YTQ3	Q96NN9
F1PN38	Q9XT97	F1M9F9	Q60987	Q8NBZ0
E2RMG7	F1MSK4	P17431	Q8C129	Q8NEP7
L7N0I8	A5PJU2	B2GV07	Q5BKQ4	Q4LDE5
J9JHV4	F1MXA4	G3V760	A0A0A0MQE8	P47929
F1PIS5	Q5EA82	M0R4H8	Q61024	O15381
E2R8F5	F1N3I4	A0A0G2JUQ3	Q0VGU4	Q9ULB1
F6XKI0	Q5E963	F1LVW7	Q9WV30	Q12889
F1PTL9	F1MPC8	D3ZWS8	Q9JI59	Q96QE3
E2RIW7	F1MBG5	Q07266	P83887	O95214
F1PCB6	F1N4Q4	A0A0G2JX61	P97443	Q8NCU1
F1PTP6	F1MVM0	D3ZG78	P21279	Q9NVC3
F6XCS5	F1N453	A0A0G2K283	Q99LL5	Q8IZU8
F1PU35	F1MB38	P24049	Q9EP64	B7Z8W3
E2RR36	G3N163	M0RC17	F8VQ93	Q8IZ63
J9NSJ7	E1BN98	D3ZNW6	Q8BWU5	O43614
E2QW69	Q5E987	A0A0G2JZI0	Q9WVH4	P01213
E2RM41	F1ME87	G3V8F9	Q8BHH1	Q9H4I8
J9JHA1	E1BAX1	A0A0H2UHT5	Q3UK78	Q92839
F6X528	A2VE43	Q4G050	P42337	Q9H307
E2QVT4	G5E5Q1	Q811R2	P59511	Q8NB59
E2RPR4	A5D7I5	F1LSP2	B1ASL3	Q15116
F1PJR3	Q5E9X7	F1MA24	Q5DTZ0	Q14161
Q68AZ0	A2VE63	P97553	Q9D195	Q9H330
F1PP16	F1MKG2	Q9JMI1	Q5SYL3	Q8N807
F1PCF4	F1N6X2	P16599	Q3UTJ7	Q02962
F1PGS4	Q85BD6	Q4FZS5	Q9WTZ2	Q6ZWK4
F1PXC5	Q5E9G3	D3ZZS8	Q9WVJ9	Q9UHD9
E2QYJ3	G3MZ54	Q4V8I9	Q80Y81	Q5T7P3
H9GWC1	E1B9V5	P24623	Q6PFX2	Q6P531
F6XHM3	G3XCF6	P50545	A0A286YDM6	Q92889
F1PZP2	Q3ZC66	Q63159	Q2VPD4	Q9UGT4
J9P9X5	E1B8H4	F7F5P4	Q8BZP8	Q8WXQ8
F1PMM7	F1MX58	P63045	O35071	Q9NU53
E2QUL2	F1N444	D4A6N9	Q3TYH2	P30040
E2RPL3	E1BA02	D3ZPX9	Q8BXR6	O95389
F1PS70	A6QPJ9	O54963	P50615	Q6DJT9
E2QXM6	E1BDA1	Q62910	Q9CQL0	Q9NVM4
E2QU66	F1N6B1	Q5BJW5	Q3U128	P15328
F1Q207	E1B7U4	D3ZWI0	Q9CPR0	Q8WY41
J9P7V3	F1MC90	D4AA43	P97490	Q9BQG1
E2R1U4	Q59I47	Q66HR9	Q8BRT2	Q9BXJ0
E2RRH2	G3MXQ3	O70185	P56135	O43933
J9NT83	F1N7H5	E9PT91	Q61009	Q96HQ2
J9P1M8	F1MMN6	Q68FU7	Q3UVR3	P0CJ68
F1P6W7	A6H716	Q5XI44	Q8BLR9	O15164
E2R8D3	P82919	A0A0H2UHA7	Q64385	Q6B8I1
J9P484	A6QLQ8	D4A4X2	P48772	Q9Y4E1
F6V2V3	G3MZ78	A0A0G2JX31	A3KMN5	B4DKR1
F1PWN7	F1N2L1	A0A0G2K8T5	P24288	Q92506
J9PAF3	F2Z4C6	P46933	Q91WG3	E9PAL0
F1P8A6	F1MXC4	B1WBZ1	P22339	Q8IWX8
F1PF83	E1B8D0	G3V7L8	P70236	Q8WYD0
E2QZ31	E1B9M9	D3ZG92	Q9QZH1	Q12768
F1PSK3	F1MH70	D3Z9M1	A2AUC9	O75144
J9NYH1	G3N1U0	P12939	Q9CT50	Q3MIP1
F1PPU0	F1MNF4	D4A7P5	P86792	P60893
J9P8L2	E1BCP9	D4A8N2	Q8BQU7	Q5SR56
F1Q4C1	Q2KHX6	A0A0G2K602	B7ZMR6	Q16513
F1PXR0	Q2HJ70	F1M8L3	Q5SSM3	Q9UBD6
E2R8L3	G3MXV0	A0A0G2K2B4	P97465	Q53QV2
Q2KM13	F1MGG8	D3ZWZ6	Q91W50	A0A0S2Z576
E2RKT3	E1BHY2	Q5RJY4	P32020	Q9H201
J9P8K9	Q9GMA3	P05712	Q80TE7	Q96DL1
F1P9G0	A6QNX3	B5DF48	B1AUR6	P24311
E2QRZ7	E1BHM1	F1LY09	Q6R891	Q7Z5Y7
E2RIN4	E1BEP4	Q9EQX9	E9Q577	Q9UPQ3
F6Y2W8	Q2KIF4	A0A0G2JTA7	A0A0R4J1R1	P0DPA2
F6X6G6	F1MM46	Q6TUD9	Q6P8Y1	Q86Z14
E2RQB9	F1MC68	A0A0G2K9Q0	A0JNT9	Q9NZR2
E0WCW8	F1MTL6	D4A198	Q9QZC2	O95922
F1PWU8	F1MN84	Q4KLY2	E9QP49	Q9NZI7
F6Y4R5	Q2KI40	D3ZN16	O35486	O15446
E2RQS7	F1MY58	D4A244	P97742	A8K7D9
E2RFE0	F1N396	A0A0G2JTZ3	G5E898	Q9NPG8
J9JHL8	P13213	D4A4V3	Q8C456	J3QR07
E2QWJ1	F1MS52	Q9EPY0	Q3UIA2	Q8N4Q0
J9NRQ1	F1MBJ0	Q6P6S0	Q8R184	P43250
F1PU56	E1B8E5	F1LX91	Q9DBG1	Q9UMR5
E2QYH6	E1BC24	G3V8U2	Q8K4L3	Q8IVU9
F1PFB5	E1BFH4	D4A3M8	Q8BH15	Q9NR12
E2RC55	F1MBH0	P29101	S4R1N2	P33947
F1P969	F1MH20	A0A0G2K0Y2	Q3UPF5	P05090
E2RKP1	E1BPZ7	A0A0H2UH92	Q9D8T7	Q9NWM0
J9PB24	P46626	D3ZVD4	Q921Y4	Q9ULC6
F1PPP2	E1BIL8	Q99P74	Q8BYK4	Q86YM7
E2R4T4	Q0IIM6	B2GV06	Q9D8Y1	O75306
E2R8J6	F1MCI5	P08699	E9QJT2	P62193
E2RAI8	A0A140T8C6	D4A980	B1B1A8	Q16696
J9P2B5	F1MV02	P63079	D3Z380	Q8N801
J9P2B7	E1BE01	Q9Z1J8	P35969	Q5T6F0
F1PTI7	Q32LA7	G3V997	Q64478	P01848
F1PQH9	E1BIJ1	B1WBZ9	Q9JJ89	Q8N328
E2RBV0	A7E3T7	O35567	Q9Z2I8	Q96B26
J9PAB5	E1BMJ0	D3ZDS8	Q3UH93	F6VUV4
E2RJJ8	E1B7K5	D3ZL86	P27546	Q8WYB7
E2RRM6	Q3SZN2	G3V7I7	Q8C4J7	Q9BUB7
F1PXD7	G3N3L8	Q63100	P09024	O60941
F1PLU0	A0A140T867	A0A0H2UHJ2	P70429	Q9Y5G6
J9P1T2	G3N2R8	M0R8E0	P06876	O14757
J9PB76	Q2KJ51	P35289	Q9QWZ1	Q9NS28
E2R6A2	E1BEI7	P28576	Q04519	Q9GZT9
E2RRB9	F1MBK6	D3ZX77	Q8BXA1	O43808
E2QX59	F1MV88	D3ZX04	Q05860	Q08947
E2R7S1	P35466	A0A0G2JVL6	Q9D6T0	O95969
E2RLY5	Q9TTA5	D3ZIE5	P97461	Q9UIB8
E2R922	F1MFZ0	D4A0Z4	Q8BMN4	O60356
F1PMP2	G3MWI2	F1LNK6	Q8K1G2	Q9UBL9
F1PBK3	E1BDU9	M0RDA4	A0A0R4J0U8	Q9H171
J9NVH0	E1BJY7	D3ZW88	E9PVZ0	O43174
Q9GL21	F1MPQ0	Q03061	P37242	Q68D85
E2RG71	G3N2F7	F1LMW2	Q3UPE3	O43295
F1P9V0	F1MRL2	B1WC06	O35126	P35612
F6UNR5	A2VDY4	D4A8M4	Q8BH64	Q08AM6
E2RFK8	E1B9S8	Q9EPH8	E9QK22	Q7LDG7
F1PD13	F1MU99	Q5BJQ0	P14869	Q5C9Z4
E2RFH1	F1N036	P14270	A2ABG4	P61224
E2R8U8	A7YWG4	F7FD47	Q6PCN7	Q14908
F1PM17	F1MN51	B1WC68	Q9D9K8	O60755
E2RM72	A5D7G6	A0A0G2K3I1	Q03526	Q9UBI6
E2RB81	E1BMM0	Q5RJK9	Q6DFW4	P08621
E2RLB4	Q29S22	P20417	P27773	P56180
F1PY38	Q2KI50	M0R919	Q61762	Q5T7W0
J9P066	E1B8U4	M0R7X9	Q3TAE8	P07902
J9NX95	F1MTW3	D3ZF13	Q8JZW4	Q92613
F1P974	F1N708	E9PT74	Q8K158	P55056
F6UMQ8	P51122	G3V837	Q8VHV1	Q9Y4E5
F1PAQ2	P49884	P0C1X9	Q8BW93	Q9Y4C2
J9P2X1	P84798	Q812E8	Q9CRW3	A0PJY2
E2RQH0	A6QLS0	P84889	O88455	Q96L15
E2RNA6	F1MM11	Q5U2Q0	A0A1L1SVB6	O76094
F1PSQ5	E1BHL0	P11442	Q8R4A3	Q8WWB3
A2IBY9	E1BGM9	D4AA41	P30558	Q9BSY4
F1Q0W4	A0JNK0	Q561R3	Q05685	Q9NQ38
F1PZP4	F1MZT6	O88272	Q8BLX7	P05000
E2REH3	F1MIU2	Q68FQ7	G3X9H5	Q07092
F1Q435	F1MPI8	Q499N6	Q9WVG6	Q13214
F1PKC4	E1BNU6	D3ZQ48	Q9WTQ5	Q9P287
