E2R9K4	A6QLA8	P35739	P12023	Q5EBL4
E2RG61	E1BP47	D3ZJY8	Q7TN73	Q9H6Y5
E2R5X7	E1B7K0	D3ZT20	P17665	P22676
F1PI25	Q3ZBT8	Q498T3	Q8R0G9	Q9NV96
F1PVL7	F1N2K1	F8WG91	Q03391	Q9UBD6
E2RRJ3	E1BBR6	A0A0G2JSS9	O35177	Q9UEE9
E2QTM4	Q2KIT4	D3ZGQ5	Q4VBE7	Q7Z3V5
E2RJ12	E1B8D8	F1LUR9	Q99LE1	Q8NHQ9
E2R9B8	A0A140T855	Q5XIJ4	E9QKK1	Q9UNT1
F1PXM7	G3N3R1	B2RYE3	Q8BZ97	Q05CR5
E2R8P0	E1BP97	G3V8Y2	Q3UIK4	Q9BYT8
E2R5I9	B7T155	Q64268	G3X8X1	Q6NXS1
J9P7R9	F1N0Y4	B0BNA9	E0CX53	P00505
E2QX00	F1N6I5	M0R536	Q6VH22	Q9NX65
E2R587	F1N3D4	F1M981	Q8JZP3	Q9BYM8
J9NSE2	F1MWZ4	F1MAG0	Q8BJ25	P12235
F1PBJ0	F1MTR3	M0RCX2	O35450	O00501
J9NU37	Q08DU6	B2RYF4	Q9CXV9	P52630
F6Y4A3	E1BPV9	D4ACP4	A2AG10	Q6P5X7
E2R103	E1BJ15	D4A624	P41047	Q14999
F1P694	E1BNG3	D3Z8P1	Q99K43	Q9ULK6
J9NYL4	A7E303	D3ZCM3	Q8K4T1	Q8WW33
J9NXX1	A7MBE8	Q6MGB8	Q99N18	Q9UK08
E2QWX9	F1MCL3	F1LPD3	Q80UK8	Q6P3X3
J9NU15	E1BN58	E9PU85	E9Q3T6	Q2M1Z3
F1PXS6	P49004	O54861	Q8BJA3	Q96BF6
F6V0E8	E1BD58	P36407	Q8C310	Q86WC6
E2RHD5	E1BCE7	F1M8H7	Q4JK59	P55075
E2REZ9	F1MN30	B7X945	Q9D8U4	P08908
E2RFF2	G1K1Q0	F1LTZ2	Q5DQR4	Q9NS93
E2QYS7	F1MZ49	D4A5F3	Q8BH49	Q8N9I5
J9P196	A6QQ66	Q66H89	E9Q743	Q9BWF4
P58027	E1BDD9	Q4KLM4	Q3TEI4	Q4G0X9
F1PQM8	F1MNT9	F7ERL4	Q9DBG7	Q8N6Q8
F1PIF6	E1BGC2	Q9JJP9	Q6P926	Q9NX40
J9NSL7	F1MWF6	Q8K586	Q9D4F2	Q96L58
E2QV97	F1MHU9	D4ABM5	Q9D0N7	Q7Z624
E2RIB8	F2Z4C4	D3ZJ54	Q9DCA5	P26374
F1P8L4	Q0P5J4	F1LMF4	Q923D2	Q96Q45
F6XKI0	Q3MHZ4	D3ZP58	E9Q5R7	Q9BYP7
E2QZA7	G3N1N8	P29524	F6X0V1	A0AUL9
E2RFU8	G3X8A0	E9PU06	Q07424	P20853
J9P4X9	Q05B81	P97557	P0DP60	Q8N0Y2
E2RMH8	E1BHZ5	D3ZT47	E9QPQ6	A0A087WY75
E2RRS4	F1MQX1	D3ZJ66	Q8VCD6	Q9UPR5
J9NZA3	F1MBR6	D4ADU2	Q60876	P02790
E2R5V6	F1N1S2	D3ZFP4	Q8QZY1	O95237
F1PWW0	F1MHL1	P52631	P49817	P06748
J9P5B2	G3MYQ0	D3ZSK3	Q6PDK2	Q7Z569
J9PAG9	F1MRE7	Q498R8	E9Q7C4	Q8N357
F1PDB3	E1B8Q8	M0R8E8	Q8CDB0	Q7Z6M1
E2R536	F1MTX7	F1LRS8	Q62523	O15442
F6UTI1	Q2KIJ2	D3ZDI7	P16092	Q9UBL3
J9NYQ8	E1BBT8	Q5I287	Q8VBV3	Q8WTW3
E2QTH5	Q2TBK8	P97943	O88512	O94972
E2R4J5	Q2KHX3	D4ABY1	Q3U3W2	P54840
F1PBB7	F1MCI9	B5DEG1	O35607	Q9H8J5
F1P627	Q5E9X7	Q68G14	O35474	O14495
J9NSD2	Q3T0T0	F1LQN1	P60324	Q8N104
E2RPA0	F1MNS5	G3V979	B2RQE8	Q6PK18
J9P4I0	A5PKB4	M0R3K1	Q5IRJ6	Q86Y13
F1PDZ9	E1BGY7	D3ZRI6	P18654	Q8WYE7
E2R214	E1B999	F7FG68	Q8BTI9	Q9NZ01
E2RSG2	E1BFI2	G3V7N5	Q3USH5	Q16644
J9P4A5	E1BIN3	D3ZGP2	Q3UZP4	A0A0U1RQV1
F1PUX6	F1N5H8	D4A0M2	Q9D8X5	Q9Y587
E2RA74	F1MI54	D4AAN0	B2RQG2	Q9NPF2
F6XQ10	F1N791	Q5BJV6	Q7TQ06	Q14653
E2R012	F1MRD8	D4A4C7	Q6ZPK0	P09565
E2QX71	A0JNN3	Q5BJZ4	Q9Z0F7	Q9Y239
E2QXS6	G3N0A1	A0A0G2K0J3	P41245	O75362
F6XGD4	F1MM73	Q8CGU6	Q60668	O60266
F1PT23	F1MXT4	Q7TQM3	Q5FWI2	Q495W5
J9P2H2	F1MIT4	Q9Z327	P59999	Q8N490
F1PGD3	F1MLB4	Q9Z0U8	Q8BZ09	Q6DHZ2
E2RLB1	G5E618	D4A6E6	Q149G0	Q96IT1
J9JHA8	F1MFD6	D4A0T8	Q9CTW2	Q5VUG0
E2RL69	E1BFN2	D4ADJ8	P23881	Q969W1
F1PL90	A6QLY2	G3V912	Q9JKC6	Q92597
A0A0A0MPC3	A7MBG8	G3V6P2	Q8JZM7	A6NJB7
F1P8E5	F1MMI3	M0R4L7	Q499X9	Q6ZQN7
F1PFF6	A3KMY7	B2RYG7	Q61103	P61163
H9GW53	G5E5B3	A0A0G2K3G1	E9PXQ7	P04155
F1Q3P2	P51122	G3V9X9	Q8CDG8	A4QPB0
E2R586	Q3T0T8	D3ZTQ2	O70571	Q8WY91
J9NYN5	F1MM36	G3V712	Q61468	Q9HCK1
F6XYL8	F1N353	D3ZX77	O55023	Q9BRT9
E2RLJ8	Q32LH8	D3ZNF4	P33610	Q14185
F1PTY1	Q3ZCK1	Q562A2	Q9JHJ0	Q96RU7
F6UMS1	A4IFQ6	A0A0G2K6E3	Q9EPV8	Q96GL3
F1Q3Y2	Q08E44	Q1LZ53	E9Q411	Q9NTJ3
E2RIY4	Q3ZCK9	D3ZHH8	Q8K298	Q03164
J9P9T4	P55106	A0A0G2K058	A1L3C1	O14669
J9NRV9	Q56JW8	Q641W5	E9QLU9	Q8IWG1
E2R8P6	P33946	G3V8I3	Q9D0J4	A6NLP5
F1P926	E1BLZ5	F1LM60	Q9D6V8	Q5VT66
F1PV86	E1BGT8	Q4KLZ7	A0A0R4J0I7	Q3I5F7
E2RL11	P02638	A0A0H2UHF6	Q80VM3	O95424
F1PDJ7	F1MVP7	Q5XIF0	Q8C7W7	P27930
E2RLF5	A2VDR0	D3ZJF9	Q8VHZ5	Q96A72
F1Q075	Q32PC3	F7F7H4	A0A2I3BRM8	O15347
J9PAI9	E1BKB6	P14668	E9PWM3	P0C5Y9
F1PN20	Q3T133	P26801	P19973	Q9H237
F1PCC1	A4FUC8	D3ZYP7	Q8BLF9	P30825
A0A0A0MPA9	E1B828	Q5U1Z8	Q9R171	Q92581
F1PKD4	G3MWV4	B5DEF5	A6ZI47	Q00013
B1H0W0	Q0II59	D4AAU6	P63005	Q6PI77
E2RR38	Q0P5G6	G3V9D5	Q8CIG3	A4D161
F1PS29	F1MBM1	Q5PPI0	P01910	Q9UKL6
J9PB33	P82670	G3V9K8	P62077	P02786
E2R8F6	F1N338	A0A0G2K9D8	P24668	P51816
F1Q150	E1BJ22	P56720	E9PUZ5	Q05513
E2RJ40	E1BB38	F1LW89	Q9CR55	P57088
E2RMT4	G3X7K5	A0A0G2JY19	P48964	Q9H0A0
E2RNS1	F1MGX4	F1M3W5	Q9DD18	Q9BZH6
F1PBV9	F1ML90	A0A0G2JTU0	Q3TL26	Q6PCE3
J9NX95	A7Z024	D4A409	Q6DR99	Q9ULX3
F1P6B9	E1BC24	Q9Z336	P57080	Q05086
J9NVF9	E1BPT9	D4ACQ1	Q99LL3	P11161
E2RGT4	P00711	D3ZW75	Q9R0L7	Q9UBU2
F1P7X0	F1MKY1	Q71SA3	Q8CF90	Q86WK6
E2RPZ3	A4IF62	D3ZGN4	Q9DCI9	P46926
E2RCW6	F1MIC5	D3ZY60	Q9R1M5	Q8NE00
E2RQX0	Q2TA49	F7FKH2	Q921Y2	P14543
F1Q2H2	O46375	Q2A121	O35626	Q9H819
F1PRU7	F1MGZ0	Q62656	A0A1Y7VLI6	Q6NUT2
E2RI73	F1MQ07	Q5RKH1	Q9Z1T6	Q7Z3T1
E2R5G6	A4FUE3	Q5BJK8	A2BE28	Q8WUM0
F1PPC4	F1MF57	D3ZTM2	F6V5B0	Q9NQ48
E2RQY8	F1N3U5	F1LXB6	Q9CPT0	Q9NRR5
J9NUJ9	F1MJ53	Q5XIE4	P63089	Q92608
F1PHR7	F1N365	B2RYL4	Q8VEB2	P27482
E2RT69	Q3SZ07	D3ZV91	Q9D6E6	Q13948
E2RF31	P28327	B5DFC0	Q9Z0L1	Q8WZ60
E2RK77	P84080	Q32Q06	Q8R2U2	Q99871
E2R142	F1MES6	Q32PZ3	G5E8A0	Q92918
E2RQZ2	A6QR12	M0R6E1	Q9CQA8	Q9UG01
F1PIU5	E1BFV2	Q5HZA2	Q9DC71	Q9UHD0
F1PNV7	Q9BH11	P15389	Q52L64	A0A0S2Z6A9
F6Y3H7	Q3T0R7	A0A0G2JZ23	P70288	P33991
G1K273	Q8WMX8	A0A0G2K5G5	Q9D992	B1APZ0
F1PB90	E1B7C1	D3ZHQ6	E9QM91	P07711
F1P612	F1MLX6	F1LXB2	Q80TN4	Q8NAT2
J9P782	F1MM78	A0A096MKF8	Q61425	Q8N7M2
E2R3M9	E1BNQ5	D3ZSU6	Q8CEC4	A4D2B0
J9PB70	E1BI64	Q68G21	Q8C092	Q6X4W1
J9P0H9	F6RX10	P48450	Q8BI79	Q9Y6A5
E2REV9	Q08E11	P29117	Q6GV12	Q6IEE8
F1PD17	F1MNA3	G3V643	Q9CXY1	P48723
E2QUL6	F1MWY0	O35763	E9PUB7	Q99575
J9P2Y4	Q2YDC9	Q4PJT6	Q5U4C3	Q96HL8
J9PB88	F1MQY1	F1M9X5	D3YZP9	Q9Y252
J9NTV1	F6QJQ2	D4A4L5	E0CZ58	P20472
J9P1B0	E1BDG8	D3Z8P8	A0A0R4J0K0	Q96EH5
F1PNZ6	F1MMN7	Q5ECL0	Q05CR0	A0A0S2Z364
E2RL57	A7YWC6	G3V7Q6	Q9WTX5	Q9HD26
F1P796	F1N307	D3ZWJ1	P70186	Q5U4P2
E2RA30	F1MPN9	Q91ZR7	Q91W52	Q8NFR7
E2R5Z9	G3X721	Q569C9	P15535	Q96BR9
F1PEH8	Q3SYS7	A0A0G2JTZ3	Q8CCP0	Q8IUY4
E2RKM9	E1B7F2	Q9QZH0	E9Q1U1	Q9NVQ4
F1PA39	F1MM03	Q4KLL4	Q9QZ85	Q16654
F1PNT6	F1MUZ2	G3V6W8	G3X8Z7	Q9P1Z2
F1PSA5	G3N1G9	B5DF93	Q7TNL3	P05121
F6XTZ1	F1N3W9	A0A0G2JZ43	H3BL46	P80404
F1PTB5	A4FV93	F7ENQ2	G5E8B9	Q9H993
E2R8U8	G3X763	Q5M7A4	P70290	Q96IX9
F1P6B2	E1BDQ2	D4A3N7	Q3UB74	Q8WV44
G1K2D7	F1N1F9	D3ZGA0	P15655	Q8N370
J9NWY0	E1BH60	G3V9W4	Q6ZWV3	P22310
E2RLA8	Q32KR8	F1LWN1	Q99LG4	Q9H0J9
F1P8I4	Q3SZC1	Q5BJZ3	Q9CPT5	O14490
E2RLC4	E1BKN0	Q62896	O88413	Q9NV70
F1PPZ2	E1BLB8	D3ZVR7	Q61473	Q02318
J9NXK5	F1MKF8	F1LNU2	Q80WJ1	Q5T7W0
J9NXP7	F1MTI9	B4F7A1	Q9R0D8	O75155
E2RNL1	F1MSN0	P36940	Q9QYS9	P43121
F1P668	F1MUJ6	E9PSJ1	P50580	P61923
F1PEJ1	Q08E13	Q5XFW6	Q91WC0	Q8TES7
F1PQ85	Q2YDM0	F1LMT5	Q3UJV1	Q13190
E2RL47	F1N3S5	Q62807	Q3TWN3	Q9GZX7
E2QUV4	G3N191	C7E1V2	Q91ZE0	Q6PIZ9
J9P732	A7YWH2	P63041	O35655	O60812
E2RCN1	Q17QR4	F1LQ00	Q8K1B8	P51809
F1Q3M0	Q2EGB9	P50233	Q9R0Q7	Q8IZK6
J9NYQ7	F1MTX9	A0A0H2UHV7	E9QK53	Q8TF09
F1PYJ6	Q3ZC71	D3ZF21	F6VDQ9	Q5U0E4
J9NV74	G3N2A9	D3ZF12	Q8C963	P56597
J9NTY7	A6QPM6	P0CD94	Q9WVD4	P30510
E2RM20	E1BM32	E9PT71	Q8K0D5	P28676
E2RR03	Q5E9L0	F1M0U1	Q7M729	Q8NE01
E2QT84	O97790	D3ZWC6	P51885	Q5TEU4
E2R3J5	F1MSS2	Q68FZ1	Q5SV41	P30711
E2QTR5	A6QLB2	D3ZGS7	Q3UPF5	P55769
P63210	Q3SYX4	Q5FVG7	Q8BIF0	Q9NRA0
F1PNA3	E1BDL7	F1M7F5	Q9QWG7	Q92185
E2REY2	G3MYN5	Q6MGA0	O55112	Q8WYD6
J9P1A0	F1MBR1	D3ZZN9	O35235	P43363
J9NTS3	F2Z4F6	D4AD58	Q80U12	Q9Y2Y4
J9P282	F1N188	D4A037	Q9WTN0	Q8IX30
E2RN03	F1MZW2	D3ZUV3	O08663	P18583
F1PIR5	Q29RV0	F1LVF5	P13541	P51512
F1PIZ8	F1MTS5	D4A3G9	Q9Z160	Q16827
E2R3K7	F1MKV7	G3V815	A0A140LJJ8	E7ETH6
F6X4X4	E1BHT6	Q5FVP2	Q9JK97	Q6ZS27
E2QZS2	A4FUD0	P68035	Q9CQA3	Q5T5A8
E2R1Q6	F1MFH9	F1LZT3	Q6PG95	Q8TCU5
F1PHX8	F1MD71	A2VCV8	A0A0R4J0D1	Q9HC24
E2R0A2	Q17QK1	Q63707	Q8BFV3	Q9BQG0
F1PBU4	Q3SZH4	M0R7T2	Q8CCA0	Q16854
E2QU86	E1BDM4	D3ZXN8	Q3UKP4	Q96SE0
E2RM71	G3MWL9	A0A0G2JXN2	P97858	Q8NEF3
J9NTS4	P08037	F1LYC7	P97825	Q6UXD7
F1PG79	E1BKZ3	D3ZMR1	Q8VC42	P63027
F1PM29	E1BC38	P50575	P31360	Q7L0Y3
F1PAN1	G3X7C1	P0C0K7	E9PUE2	Q9UDY8
F1PRN2	Q0VCH9	A0A0A0MXU8	Q9CY64	Q6UXN9
F1PFL8	Q9XSA7	G3V6L4	Q9D9D8	Q9UBP0
E2RR33	F1MDC9	P18422	P35762	Q9H2L4
E2RE12	F1MN40	A0A0H2UHK4	A0A0R4J0S7	Q14011
E2RKA3	E1BJ35	A0A0G2JZ71	P30355	Q9NUH8
J9P4N9	E1BJ67	D4A601	Q91WP8	Q860B5
F1PEI6	E1BMA9	B5DER2	Q61122	Q9H8G1
F6V9R9	F1MMR8	G3V6K9	Q9JK84	Q9NS69
E2QYY9	Q2KHZ0	D3ZXQ2	Q8R2Y8	Q9UBP5
E2RD68	E1BP29	D4A224	Q8BMG8	Q8IX94
F1PGQ8	Q3SZB7	G3V9K5	O08648	O60566
F6XLR7	F1MDR2	F1MAE8	Q8BNK3	Q6NZ55
F1PL13	G3N387	Q5QD51	Q91YY2	Q9UM01
E2RM62	E1BE10	A0A0G2JSZ8	Q9D0B1	O95759
F1PKT0	E1B8R5	A0A0H2UHI0	Q8BTH8	Q9NYQ6
E2RAZ1	E1BPX6	G3V6J9	Q7TPH6	O95833
F1PK70	E1B8A6	F1M0A0	O55137	Q96T75
F1PA00	A6QLL2	D3ZWS8	Q8R2I0	Q9H2S1
E2RHZ1	A6QR07	O35263	Q8K1N4	Q96SU4
E2RFL4	Q58DR7	Q1RP77	Q9Z0M5	Q00526
Q32KH1	F1MQC0	D3ZIN1	Q9QXZ9	O75094
F1P856	P53348	P38718	Q8C4X2	Q6UW78
E2RSF1	Q17QS6	D3ZT37	A2AKB4	Q29963
F1PLF9	F1MNU3	G3V6J1	Q925T6	Q8NCA5
F6XFB6	F1N0L0	Q63073	Q91VJ5	Q96KN8
F1PI99	F1MMK9	F1LRY8	Q9QXN0	A7E2Y1
F1P8T3	G5E5T9	D3ZL85	Q99KR3	Q15527
F1PGH6	Q3T100	Q07258	P28665	Q96BN2
E2QS75	F1MY87	D3ZU13	Q9D4Z5	Q8N187
F1PCP2	P43481	G3V760	G3UW74	P19388
F1PBG2	P04038	B0BNB4	P51791	Q13002
F1PKF1	Q0P5H9	D4A5H6	Q99LX5	Q9H6K4
F1PKX6	C7FFR6	G3V8D3	Q80YQ1	P48742
E2RFV9	A6QNX1	Q6AY90	Q62225	Q9BSF8
F1PZY5	F1MW75	Q63185	Q9D4B1	P15382
F1PVZ4	E1BI51	D3ZKV0	Q8CFA7	Q9NZQ9
E2R118	Q56JY1	Q9WV50	A0A1B0GRR9	A2RRC9
E2R591	E1BKH5	A0A0G2KAM4	P49919	Q69YG0
E2QSZ2	F1N4X0	F1LS35	Q62422	Q9BXS4
F1P6K2	Q0V8G3	Q9QYL8	P97363	Q6TCH7
E2REZ1	Q0VCY4	D3ZHH5	D3Z4S3	P29144
F1PFU5	G5E6I5	B0BN46	A0A087WPU8	Q9ULC4
E2RBX4	E1BGW9	D3ZPM4	P14434	O43323
J9P9F6	Q32L34	Q6MG22	A0A0R4J0B9	Q8NEQ6
J9NX68	E1BKJ0	Q5FVL6	Q9D2E1	Q96G46
J9NTX3	F1N7M1	P14562	A0A0R4J0C8	Q01726
E2RTJ3	F1MCV8	A0A0H2UHJ6	S4R1M9	Q59FC6
E2RD96	B3FXL5	A0A0G2K6K1	B1AWT3	P53539
F1PPV7	E1BIE0	F1LMK8	Q9QXA6	Q8WUB8
E2QUZ0	Q2TBR7	D4A8X5	Q6RI63	Q2M1V0
F1PE40	F1N5T6	Q6AYL7	Q8K158	P19224
E2QYZ1	F1N5B2	D3ZYK4	P51942	P82909
E2RQK7	E1BBI7	Q01177	P29387	Q9NRA2
E2R8J5	Q2HJD7	B5DEX9	Q921G7	P24593
F1Q1A5	G3MY48	P02466	A0A1W2P7X0	A0A0S2Z6B0
J9P4D2	Q0IIF1	D3ZZW2	Q50L41	Q8N5U0
F1PVM9	G5E5C8	P52164	P45952	Q86UP8
F1PSP2	F1MIM8	G3V8Q2	Q8R4X3	Q5QNW6
E2R987	G3MZ16	A0A0G2JTC9	Q3UUY6	Q9NPB3
E2RMS7	F1MXI0	Q66HH1	Q9CWH1	Q02080
E2RD97	E1BDQ9	F1LNG8	Q8VHJ7	P35659
F1PST0	A6QQB2	D4A9H8	Q6TCG5	Q8NF67
J9P8C9	F1N5F4	Q3B7C9	Q8BWJ4	Q13404
E2RQ93	G3MWG7	Q76EI6	Q6DFX2	P57076
E2QUU0	E1B891	P63036	P97300	Q9P2P1
E2RAX8	P00396	G3V7T4	Q61845	O75467
F1Q0A0	A6QNX8	D4ABS5	Q91VL2	Q5VU65
E2R4I1	A7E349	F1LP20	O70423	A4D1T9
F1P975	A8R461	F1MAK3	Q80VQ1	P32519
E2RE66	E1BE77	B4F7F0	Q8BKG3	Q13228
E2RIQ3	Q148K4	D4A3I4	Q8VEL0	Q9H6B1
F6Y057	Q3ZBB1	D4A6R1	B2RSU7	P50053
E2QWG3	F1MN74	Q64620	P59240	Q7L7V1
J9NYE2	G3N0U9	G3V7T1	Q3UYG8	Q9H8L6
J9P0I7	Q9BDI3	A0A0G2K8E1	E9Q1D4	Q9P0M9
F1PAV9	A6H727	B0BNB5	P45878	P30419
F1PHY8	E1BDX0	D3ZQX3	Q9CQ45	A0A0M3HEQ9
E2RSA3	F6R621	F1MAM7	P19070	Q7Z4P5
E2RJH3	Q2TA10	A0A0G2K5M1	H7BX78	Q08379
F1PG13	F1N747	B2GV22	Q80U78	Q8N2H3
E2RDF1	F1MY97	A0A0G2KBB9	Q63943	Q9UM54
E2QWY5	E1BN24	Q6AYC4	Q80VJ2	O60762
F6V7P2	A4IFQ7	Q5I0H9	Q8BGZ1	Q15269
J9NX12	Q32PE4	Q8K5E0	P35576	Q5RZ99
E2RDS3	F1MDI6	P60042	Q6SJQ7	O15552
E2R5D6	Q8MJJ1	B2RZ32	O70469	Q9BZQ6
F1Q304	G3MZI7	Q62765	A0A140LIR2	P55010
E2R9F0	F1MV75	P05370	Q8C570	P62314
F1PUJ5	Q2M2T6	Q9WU11	Q61470	Q86UE3
E2RGZ1	P46195	Q8R5M4	Q8VDV3	Q16774
E2RF46	Q2T9L9	E9PSK5	Q8BG81	Q16816
E2QXK2	A7Z062	A0A0H2UI27	Q61321	F8W8Y7
E2RQR3	E1BPS3	P11167	Q61712	P15391
F1PXA0	E1B7F4	D3ZJB2	Q7TN31	P29274
F1P6K3	E1B7K3	D4ACR7	A2A259	Q9UH77
J9NYY3	F1N0A2	D3ZRU9	Q8BIL5	O00291
J9P633	Q1RMI9	P23978	O70139	Q9UBX3
P52211	G3MYX8	F1M4N6	V9GX91	A9YTQ3
F1PI47	F1MPH7	A0A096MK48	Q64435	Q9BX26
F6Y2W8	A4FV63	A0A0G2K929	Q80TE4	P43080
E2R3B5	Q148F1	D3ZRI9	Q99LC8	P07550
F1PJI8	F6PVB0	F1M820	Q04573	Q9Y231
J9P8K2	F1MF29	Q2LAM0	F6RCF6	Q96MY7
J9NRN1	Q58DM7	Q5XIS2	P97466	Q8NHW3
E2R4B2	Q6XZP8	A0A0G2JWZ8	P60229	Q01518
F1PHS7	E1BDQ8	B1H235	Q9JM96	Q6KC79
E2RL17	Q3T189	D4A1X2	Q9WUA3	P48509
J9P734	Q6IED8	Q5U2R1	Q62019	Q6ZSC3
E2QZ39	G5E536	D4AB75	Q6PAV2	Q7Z7N9
F6X8W6	F1MTW3	B4F762	P07141	Q9BRS2
E2RA59	F1MBJ7	A0A0G2K9E3	P09450	P31512
F1PMN2	E1BMG8	F1LPW0	P30882	Q03167
E2RNC1	F1MZH1	D3ZAA9	P97348	Q9BRQ4
P52784	F1MKY0	G3V9L3	P41216	P07738
E2R095	G1K208	Q68FV6	Q9DBM8	Q96F10
F1PMJ7	E1BBV0	D3ZY41	Q91WD0	O00399
E2RDV3	F1MFE1	P51179	Q8BG09	Q6PP77
J9NTJ1	F1MP15	M0R7B3	Q6SR48	Q6L8G9
E2RSA8	Q17QD6	Q5RK03	Q9D8S4	Q9Y577
F1PAY7	E1BNU2	A0A0G2JTU1	Q9D1H7	Q92900
E2QV23	F1N626	A0A0G2K7U4	P60764	Q9H3Y6
E2R933	E1B8Q4	P62832	Q9CQ65	O43815
F1PYM4	F1MX12	O35920	Q8BLX7	O95881
F1P8L2	E1BDF2	Q9R063	Q7TPM6	Q9H1U9
E2R3D7	F1MJJ9	Q6AYW7	P97438	Q8NFR3
F1P6R5	Q17QM9	A0A1W2Q6D6	Q64437	Q12774
F1PIA1	E1BN59	P83732	Q8CG29	Q68DY9
E2RIS5	Q32KS5	D3ZK25	Q3UC65	Q96E29
F1PY07	F1MZL5	P43427	Q920B0	P30685
F1PEI4	G5E5C7	D4AD29	Q09014	P56192
E2QY78	Q2KIC2	D4A7D6	Q8K0T4	P21549
J9P4C1	E1BC64	E9PSZ9	Q3U3K9	Q8N1G4
F1PT48	F1MUX1	Q8CHN8	P60761	Q96QB1
E2RDY8	E1BQ10	F7EMJ6	Q8CGF1	Q13349
J9P735	G3X690	M0R5Q9	Q9WV08	Q15569
E2RDD2	Q3ZCJ2	Q2I6B5	Q69ZP3	Q96HD1
E2RAE6	G3N153	G3V857	Q9JLJ5	Q9Y606
S4R144	P23934	A0A0G2K089	Q7M757	Q6LC83
J9NUD2	Q3ZBT5	D3ZMA2	Q6VNB8	O15197
F1PYA8	Q2KHY9	D4A427	Q60665	P07195
F1PJE3	Q3SZ26	D3ZDZ9	G3X9F4	P35916
E2RS73	F1MTJ4	A0A0G2K5V4	Q7TNU6	Q9UK22
E2RI49	F1MEN1	Q6IMG9	P05533	Q9Y5U5
F1PP47	F1MSQ2	M0RC14	A2AEG2	O95644
J9NVZ8	E1BDA0	F7F8X3	B7ZWI3	Q8N461
J9NZV6	P62326	Q5FWU5	Q8C208	Q9HAY6
F1Q1L4	Q58CS6	F1M3P6	A0A0A0MQB3	Q9HBI6
E2RMD7	M0QVZ9	A0A0G2K9F8	Q9Z2D3	P17655
E2R963	Q0P5L7	Q5RK19	Q9CZC8	Q96AH0
F1PGR1	F1MS54	F7FEM5	Q9D8V0	P36383
F1PUE6	F1MLD0	Q6AY65	Q9CRB3	Q8WWQ8
L7N062	F1N4V6	Q5M7W9	P63054	Q6KB66
F1PQG3	G1K1K3	A0A0G2JXC5	Q9D0D3	O75678
A0A0B4J1A0	F1MHN5	D4A3K3	Q9CQN7	Q8TAD8
E2R1X5	F1MIU3	Q5U2W3	Q80TB8	Q96IY4
J9NUQ0	F1MLE5	F1M124	Q9WUT7	Q9UI21
E2RM22	F1ML70	A0A0G2K601	Q9Z1Q2	Q86YC3
F1P994	A6QNT7	G3V6V7	Q99N94	Q8TAP8
F1PAM3	F1MKJ5	P08011	Q9QWY8	P09467
E2RSD6	E1BAZ2	A0A0G2JTA7	P31313	Q17R31
J9P725	Q3SZ15	D3ZCS9	Q9DBD0	A0A0G2JNB4
F1PC56	F2Z4E8	Q6AYN9	O88455	P41218
E2RQV5	F1N7Q7	Q3KRC3	Q921I6	O14936
E2QWR9	F1N499	Q5XFV6	Q9CPR1	P35998
E2RG82	F1MCB7	D3ZTT7	Q9D6X6	P68399
F1PWN5	F1N591	F1M7U0	Q9WUL5	O14815
F1PHP9	F1MUJ5	D3ZZ79	Q4VA36	P61129
F1Q359	Q05FF0	D4ADS9	P49766	Q9NUQ3
E2RCU9	F1MJT9	Q68FU7	Q8VDC0	P04222
E2R197	A6QNT8	F7FA15	D3Z603	Q969U6
E2RA03	E1BA69	P25108	Q9ESG6	Q9BYN7
E2R9R9	A7E2Z6	A0A0G2K526	P30658	Q5TFQ8
J9P1P5	F1MC23	M0RDC8	Q9WTN6	Q96N96
F1PMP1	F1MV19	D4ADT9	Q8K3E5	Q99967
F1P9G0	Q29RJ9	D4A107	Q9JI75	Q96SK3
J9P9U6	F1MP56	M0R7F3	E9Q4N7	Q05586
E2RAH8	E1BCH5	B5DF84	E0CYD2	P24462
J9P685	F1MRT5	Q4KM97	Q9CQI9	Q8WX98
F1PG65	E1BBU4	G3V750	P09813	Q13115
E2RFD8	E1BGX8	D4A731	E9Q1T6	A0A0S2Z5S9
F1PNL1	Q3SZ31	Q9JHW5	B2RW11	Q49A88
E2RH42	F1N7R4	Q9EPT8	A0A0R4J0V0	Q6ZT98
E2RGN0	E1BL90	F1LQ66	Q8VHB5	Q99471
J9NXL7	Q402A0	D3ZE96	Q9CR53	Q7Z494
F1PCM3	P61603	D4AEB3	P54116	Q8WWW8
F6UME0	F1N6D3	A0A0G2JSR0	Q61115	O14744
E2RK27	Q2YDP3	D3ZT87	Q4G5Y1	Q99720
E2R6Q7	E1BMF2	P59692	O88531	Q12874
F6UT62	E1BGU4	F1M3J3	O08919	Q6UY14
E2R3E9	A6QLU3	Q4G050	H3BK33	Q9BVI0
F1PKQ9	Q9BE40	D3ZEZ3	P0C605	Q8N3J3
J9NZ20	Q0Z7W6	D3ZIK1	Q61574	Q96HE7
F6V6A9	F1MGG8	P61972	O08553	Q8TAF8
J9P2D3	F1MN48	G3V7N1	Q8VE91	Q9UH73
E2RLX4	F1MZR5	F1MAG7	Q924K8	O95922
F1Q0F3	E1BPT6	D3ZRH1	Q8BP31	Q7LFX5
F1PA10	E1BDC0	G3V827	Q9CU98	Q8TDR2
